data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
Hiệu năng kém khi cập nhật. Sau cập nhật máy lag hơn. Pin hao nhanh hơn. Hãng ra cập nhật gì mà máy yếu đi rõ rệt. Pin cũng nhanh cạn. Chăm sóc khách hàng đổ lỗi tại người sử dụng,Negative,,Negative,,,,,Negative,,,
"sản phẩm không đúng như mô tả.máy thì camera nứt,còn máy thì chạy giật lag không chịu được,không giữ pin,pin sử dụng không được 1 tiếng.sản phẩm rất tệ",Negative,Negative,Negative,,,,,,,,
máy thay pin hư sạc rất lâu,Negative,,,,,,,,,,
"Chất lượng sản phẩm: dỏm 
Đúng với mô tả: vẽ vời 
Tính năng nổi bật: chụp đêm mờ nhòe quảng cáo chụp đêm sáng rõ nhưng thực tế toàn noise, giao hàng chậm 1 tuần",,Negative,,,,,,,Negative,,
"Pin tụt nhanh dung lượng ảo từ 100% xuống 30% trong vài giờ, chăm sóc khách hàng im lặng,",Negative,,,,,,,Negative,,,
Mình nhận được hàng rồi nhìn chung tốt máy sử dụng mới thì chưa quen vài hôm là tốt,,,,,,,,,,Positive,
"Nhóm màu: đen 
Dung lượng lưu trữ: 6gb+128gb tùy chọn thanh toán dễ dàng và tiện lợi, tuổi thọ pin lâu dài, hiệu suất nhanh và đáng tin cậy.,",Positive,,Positive,,,,,,,,
Cửa hàng gửi máy nứt màn hình quá tệ hại,,,,Negative,,,,,,,
shiper giao hàng muộn,,,,,,,,,Negative,,
"Chất lượng sản phẩm: yếu 
Đúng với mô tả: không 
Tính năng nổi bật: game lag không chơi được game nhẹ, pin xuống nhanh, đống hàng thiếu phụ kiện",Negative,,Negative,,,Negative,,,,,
"bèo nhèo không như camera noise và màu lệch lạc, đóng gói lỏng dẫn đến màn hình xước, pin tụt vèo khi gọi video",Negative,Negative,,Negative,,Negative,,,,,
"Đóng gói siêu tệ, hộp mỏng dính, không có chống sốc. Ship tới muộn, làm lỡ việc. Hiệu năng chỉ đủ sử dụng cơ bản. Chăm sóc khách hàng gọi không bắt máy.",,,Neutral,,,Negative,,Negative,Negative,,
Phân loại sản phẩm: xài 3 ngày tự nhiên hỏng màn hình trả hàng không được.,,,,Negative,,,,,,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng máy như này phù hợp với ông bà sử dụng ạ, sử dụng cũng khá là tốt, đúng với cửa hàng mô tả ạ",,,,,,,,,,Positive,
Đã nhận hàng đầy đủ. Đóng gói cẩn thận. Máy hơi xước viền nhưng nhìn chung khá tốt và hài lòng. Chưa biết độ bền ntn. Hình ảnh mang tính chất nhận xu!,,,,,Negative,Positive,,,,,
"Camera không chụp được trong nhà. Ảnh tối, noise. Khả năng chụp trong nhà kém. Chụp trong nhà bị tối và noise nhiều, không sử dụng được. Pin nóng",Negative,Negative,,,,,,,,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng như hình",,,,,,,,,,Positive,
Nhóm màu: màu đen hàng nokia mình nhận hàng rồi tốt mình sẽ đặc mua thêm 2cay nữa cám ơn cửa hàng nhé shiper nhiệt tình lắm,,,,,,,,,Positive,,
"mua hàng giá trị trên shopeee cũng lăn tăn về sản phẩm, nhưng mua của cửa hàng uy tín cũng yên tâm, tư vấn nhiệt tình, hỗ trợ chu đáo . hàng đúng với tư vấn . oke",,,,,,,,Positive,,,
"Màn hình hiển thị màu sắc trung thực, độ sáng ở mức vừa phải. Thiết kế không có điểm nhấn đặc biệt nhưng cầm nắm ổn.",,,,Neutral,Neutral,,,,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb tuổi thọ pin lâu dài, bóng bẩy và thanh lịch, màn hình sống động,",Positive,,,Positive,Positive,,,,,,
"Chất lượng sản phẩm: pin được tầm 2 ngày thôi hơi yếu 
Tính năng nổi bật: loa nghe to rõ",Negative,,,,,,,,,Positive,
"Variation3: m32 ram 8gb/128gb 
Color family: black thay cái màn hình này không phải của m32. Bé hơn. Cảm ứng không nhậy lắm. Vuốt để chụp màn hình mãi mới được....",,,,Negative,,,,,,,
Chưa sử dụng nên chưa biết,,,,,,,,,,Neutral,
Vỏ máy được làm từ nhựa và khung kim loại.,,,,,Neutral,,,,,,
"Mă ơi sau 2 tuần sử dụng, pin tuột không phanh vậy. Bực mình quá. Nói được 33-34h gì đó nhưng không. Pin dễ tuột không sử dụng nhiều nhưng 1 ngày phải sạc 1 lần. Nếu sử dụng nhiều là 1 ngày 2 lần. Quá bực mình",Negative,,,,,,,,,,
"Màu sắc: đen 
Phân loại: bản 1 sim hiệu suất mượt mà với ram 8gb, dung lượng lưu trữ rộng rãi 256gb, tuyệt vời",,,Positive,,,,,,,,
Nhóm màu: đen nhận hàng đúng mô tả...chất lượng và các yếu tố khác cần trải nghiệm sản phẩm mới nhận xét được.,,,,,,,,,,Neutral,
Shipping phí đắt giao muộn hiệu năng quá tải camera thiếu màu,,Negative,,,,,,,Negative,,
"đóng gói ko có giấy bảo hành. thiếu giấy tờ. thiếu sót. mở hộp ko thấy phiếu bảo hành chính hãng, chỉ có giấy tờ của shop. chăm sóc khách hàng ko giải thích rõ",,,,,,Negative,,Negative,,,
"Mua ròi mới giảm giá, mua hơn triệu lúc giảm xuống có hơn 900, mua làm máy phụ hay mua cho trẻ con sử dụng thì ổn á, máy hơi lag chút",,,Negative,,,,Negative,,,Positive,
"Chất lượng sản phẩm: tệ 
Tính năng nổi bật: không có gì nổi bật nói chung sản phẩm tệ không nên mua, chậm loa thì rè",,,,,,,,,,Negative,
Cửa hàng giao hàng tương đối nhanh. Sản phẩm đúng với mô tả. Nói chung tốt nhé mọi người :))),,,,,,,,,Positive,,
"Chụp ảnh mờ, nhất là ban đêm. Ảnh quảng cáo và thực tế khác xa. Camera xóa phông giả tạo. Camera chính chụp chi tiết kém, màu sắc nhợt nhạt. Đóng gói cẩu thả, hộp móp méo.",,Negative,,,,Negative,,,,,
"tồi không khớp kém hiệu năng chậm lag. chăm sóc kh không quan tâm.,",,,Negative,,,,,Negative,,,
"Về dịch vụ cửa hàng, mình chưa có dịp trải nghiệm nên chưa rõ.",,,,,,,,Neutral,,,
Máy nhìn bề ngoài ổn . Cửa hàng đưa hai cục pin cũng như không . 1 Cục sạc không vô pin. Còn 1 cục sạc rất lâu mới đầy pin nhưng rất mau hết pin. Quá thất vọng,Negative,,,,Positive,,,,,,
Điện thoại gửi không đúng mẫu nhưng điện thoại sử dụng khá oke và mượt,,,Positive,,,,,,,,
"Chất lượng sản phẩm: kém mới cài đặt đã sập nguồn, 1 tuần đầu sập 2 lần. Bán hàng vô trách nhiệm",,,,,,,,,,Negative,
Điện thoại pin rất tốt.,Positive,,,,,,,,,,
"Khả năng lưu trữ: 32gb 
Nhóm màu: nhiều màu hơi sốc khi nhận ra sản phẩm là samsung on7 prime chứ nó phải là samsung j7 prime",,,,,,,,,,Negative,
Hiệu năng xử lý được các tác vụ văn phòng thông thường.,,,Neutral,,,,,,,,
"Thiết kế theo phong cách tối giản, pin có thể đáp ứng nhu cầu sử dụng trong ngày với các tác vụ thông thường.",Neutral,,,,Neutral,,,,,,
"Nhóm màu: black 
Dung lượng lưu trữ: 256gb sẽ đánh giá cho shop sau khi có trãi nghiệm.",,,,,,,,,,Neutral,
máy không lên màn,,,,Negative,,,,,,,
Không phải vivo y11,,,,,,,,,,Negative,
"bộ sản phẩm có thể sử dụng cho bốn người kèm theo hộp sạc, rất tiện lợi cho việc chụp ảnh khi ra ngoài.",,,,,,,,,,,Neutral
"Nhận hàng không như đã đặt hàng, cửa hàng không có hướng xử lý, đẩy qua sàn shopee. Cảm giác của khách hàng như bị lừa đảo",,,,,,,,Negative,,,
Camera sau có độ phân giải chính xác theo thông số kỹ thuật.,,Neutral,,,,,,,,,
Dung lượng lưu trữ: bản ram 4gb/64gb vừa nhận hàng như mô tả...đúng hàng... Còn chất lượng thì chưa biết,,,,,,,,,,Neutral,
"Thiết kế của máy khá phổ thông, không có sự khác biệt lớn so với các sản phẩm khác cùng phân khúc.",,,,,Neutral,,Neutral,,,,
Nhóm màu: màu đen nhám giao hỏa tốc cộng với siêu sale nên lấy được máy sớm và giá cực okee,,,,,,,Positive,,Positive,,
khe sim bị lỏng không có chế độ chống rung như mô tả không có khả năng chụp góc rộng,,Negative,,,Negative,,,,,,
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm: máy không quá mắc tiền nhưng chất lượng nhận được thì qua tuyệt, ngoại hình cũng đẹp, giao hàng lại nhiệt tình nên mình rất hài lòng.",,,,,Positive,,,,Positive,,
"Nhóm màu: đen chất lượng camera tuyệt vời để ghi lại những khoảnh khắc, bảo hành đáng tin cậy trong 12 tháng,",,Positive,Positive,,,,,,,,
Đúng với mô tả: máy điểu bị lỗi không sử dụng được mong sop hoàn hàng,,,,,,,,,,Negative,
Chơi game thấy máy nóng pin tụt mỗi trận 5% pin. Và đặt hàng vào ngày 25.7 thấy bảo được tặng tại nghe nhưng không có.,Negative,,,,,,,,,,
"Tính năng nổi bật: dung lượng nhiều cực 
Chất lượng sản phẩm: rất tốt",,,,,,,,,,Positive,
Giao hàng trong khung giờ cố định.,,,,,,,,Neutral,Neutral,,
"Chất lượng sản phẩm: tốt hàng new 
Đúng với mô tả: đúng mô tả giao hàng cực nhanh, lấy ở fpt gần nhất, giá cả hợp lý, nhân viên vui vẻ nhiệt tình",,,,,,,Positive,Positive,Positive,,
"color: đen-2xl vừa vặn thoải mái và rộng rãi, hiện đại và thời trang, vẻ ngoài đơn giản và đẹp trai,",,,,,,,,,,,Neutral
"hàng này là hàng ngoài, không hộp, không sách hướng dẫn sử dụng. gửi trơ chọi mỗi cái điện thoại. sạc thì gửi nhầm chân sạc type c, không thể nào cắm được. chân sạc theo máy là usb",,,,,,Negative,,,,,
điện thoại hơi lag xíu còn lại tốt,,,Negative,,,,,,,,
"bootloop sau 3 ngày bảo hành mơ hồ máy tự tắt mở liên tục, phải gửi bảo hành lâu,",,,,,,,,Negative,,,
Giao 0 đung hang may 8 má giao may 6,,,,,,,,,,,Neutral
"Chất lượng sản phẩm: chất lượng tốt 
Tính năng nổi bật: sharkspace , led 
Đúng với mô tả: đúng với mo tả rom này không cài được 1 số ứng dụng như bank hay vnid mọi người lưu í mà nch chơi gem ngon các tác vụ tốt mượt",,,Positive,,,,,,,,
Máy hơi lag,,,Negative,,,,,,,,
"Máy đẹp,mượt,cửa hàng tư vấn rất nhiệt tình.sẽ ủng hộ thêm cái nữa",,,Positive,,Positive,,,Positive,,,
"Chất lượng sản phẩm: đểu 
Đúng với mô tả: không",,,,,,,,,,Negative,
"hỏng loa dưới giả thông số lag khi chụp ảnh. chụp ảnh là bị đơ 5 giây, lúc nào cũng vậy, rất khó chịu.,",,,Negative,,,,,,,Negative,
"hình ảnh chỉ mang tính chất nhận xu. điện thoại sử dụng tốt, đúng như quảng cáo đầy đủ phụ kiện nguyên hộp",,,,,,,,,,Positive,
"Kém cỏi không giống pin tụt vèo vèo chỉ sau 2 giờ sử dụng, camera mờ tịt như sương mù, đóng gói thì lỏng lẻo dẫn đến xước xát",Negative,Negative,,,,Negative,,,,,
đơn vị vận chuyển sử dụng dịch vụ của bên thứ ba,,,,,,,,,Neutral,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: yes cửa hàng giao hàng đóng gói siêu kỹ càng, mọi thứ rất okay rất ưng, săn sale đợt rồi iphone 15 giá quá tốt hehe, chỉ 14tr thôi anh em kkk",,,,,,Positive,Positive,,,,
Phân loại sản phẩm: vỏ zin cũ tốt nha cửa hàng ủng hộ tiếp cảm ơn you,,,,,Positive,,,,,,
Màn lô sử dụng đơ lúc bấm được lúc không,,,,Negative,,,,,,,
"Đúng với mô tả: bình thường 
Tính năng nổi bật: androi cũ 
Chất lượng sản phẩm: bình thường sau vài ngày sử dụng thì màn không đẹp lắm, bộ nhớ thì khuyên mọi người không nên mua cái loại 16g làm gì.vì ứng dụng cài vào mà sử dụng thì chỉ bận xóa bộ nhớ thôi.ngoài việc cầm nhìn nó ngộ, thì để sử dụng nghe gọi thì cảm giác phản hồi vẫn thua trình nokia.nên mua sản phẩm có bộ nhớ cao hơn 1 chút 16g ít, androi cũ nên hơi khó sử dụng khi back lại, loa bé, phím bấm không bằng f21, khi bật trình duyệt vẫn cần bấm phím cứng để quay lại. ngộ ngộ như 1 cái điều khiển 😅",,,,Negative,,,,,,Negative,
Sản phẩm: sản phẩm chất lượng kém nhanh hết pin. Giống đồ chơi trẻ con hơn,Negative,,,,,,,,,,
Đã nhận được hàng cửa hàng máy cũng ổn mua cho phụ huynh sử dụng khá tốt,,,,,,,,,,Positive,
"Mình đánh giá sau 1 tháng sử dụng là máy vẫn rất ngon , với tầm tiền này thì quá ổn . Mặc dù là máy dựng nhưng sử dụng không thấy lỗi gì hết , vẫn lướt web chơi game tốt. Cửa hàng làm ăn khá uy tín . Lúc đầu cũng hơi lo nhưng không ngờ là máy ngon . Mình đánh giá để anh em nào muốn mua thì cứ yên tâm mà duyệt . ( Bộ nhớ trong là 128g chứ không phải là 256g như trong máy , còn ram thì chuẩn 8g )",,,Positive,,,,Positive,,,,
"Nói chuyện rất bố láo, chăm sóc khách hàng kém, không có chuyên môn.",,,,,,,,Negative,,,
"điện thoại nhanh nóng, sạc cũng không thấy nhanh hơn x3 pro,",,,,,,,,,,Neutral,
"Nhếch nhác không đúng pin yếu chỉ 4 giờ sử dụng, hiệu năng giật khi chạy game nhẹ, đóng hàng rách toạc một góc",Negative,,Negative,,,Negative,,,,,
"Thời điểm này 13 vẫn sử dụng ngon, phù hợp cho người thích đơn giản nhỏ gọn. Săn được giá 10tr quá hời. Do đã mua iphone một lần qua shoppe nên cũng không lo lắng lắm. Nhận máy test máy kiểm tra tất cả thì không khác gì đập hộp ngoài cửa hàng. Màu trắng này công nhận nhìn xinh với đẹp.",,,,,Positive,,Positive,,,,
"Nhóm màu: đen 
Dung lượng lưu trữ: 16gb moi người nên ung hộ cửa hàng này nhé uy tin chất lương",,,,,,,,,,Positive,
"Lỗi phần mềm lừa dối camera trước xấu. Tự sướng mà mặt bị biến dạng, ai mà dám up lên mạng được.,",,Negative,,,,,,,,Negative,
"Tính năng nổi bật: máy còn nguyên áp suất 
Chất lượng sản phẩm: tốt,bề ngoài không vết xước 
Đúng với mô tả: đúng máy đẹp 99, ngoại hình đẹp không vết trầy xước, máy còn áp suất nên yên tâm hơn. mua về sử dụng 15 ngày mới giám đánh giá. cảm ơn cửa hàng.đây là ảnh và video chụp từ điện thoại sony x1 m2",,,,,Positive,,,,,,
"Hàng đẹp, ổn. Check thông tin trên google chính xác. Tuy nhiên, máy hơi nóng khi sử dụng. Màn hình pixel không đẹp như samsung. Ai sử dụng samsung như mình nhiều thì qua pixel khá khó chịu với giao diện thuần và một số thứ trên trang chủ không chỉnh được. Tuy nhiên, đổi lại là máy mượt, giá cũ hợp lý và google support lâu dài.",,,Positive,Negative,Positive,,Positive,,,,
"Chính sách bảo hành theo tiêu chuẩn của nhà sản xuất, dịch vụ của shop không có gì đặc biệt.",,,,,,,,Neutral,,,
chăm sóc khách hàng yêu cầu gửi video camera chụp đêm thiếu chi tiết pin tụt nhanh,Negative,Negative,,,,,,Neutral,,,
"hàng đúng mô tả, giao hàng nhanh, nhân viên vui vẻ. cho cửa hàng 5 sao",,,,,,,,,Positive,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: sai bộ nhớ ,ram máy chủ 128gb/ ram 6g nhưng lại up rom 256gb/ ram 8g, còn lại mọi thứ đều tốt, máy mới, sử dụng mượt, giá rẻ",,,Positive,,,,Positive,,,,
"Nhếch bịp pin hết nhanh, hỗ trợ im",Negative,,,,,,,Negative,,,
"không đúng số ram/rom như quảng cáo, thiếu dung lượng. khác với mô tả spec. tính năng chuyển dữ liệu rối. máy chậm đa nhiệm, ship ko kèm hướng dẫn",,,Negative,,,,,,,,
Hàng đúng với mô tả chất lượng lắm. Cửa hàng tư vấn cũng nhiệt tình. Nào có mua sẽ mua ủng hộ tiếp,,,,,,,,Positive,,,
"ngoại hình: máy đẹp , màn hình thì hơi tối.",,,,Negative,Positive,,,,,,
"Đồ đã sử dụng, chân sạc thì gãy, bán hàng không nêu rõ sản phẩm mới hay đã sử dụng, màu cũng không đúng màu đã chọn. Cửa hàng này quá tệ nếu không muốn nói là lừa đảo.",,,,,,,,,,Negative,
Hiệu năng giật khi scroll web pin chỉ trụ 4h xem phim chăm sóc khách hàng thái độ cáu kỉnh,Negative,,Negative,,,,,Negative,,,
Tại sao app shopee bảo là trả góp the tín dụng qua vib lãi suất 0%. Mà bây giờ sau khi xong hết tôi vào app vib bị tính 2% 1 tháng . Tính ra cái điện thoại từ 17tr700 giờ trả góp 12 tháng thành ra 22tr,,,,,,,,Negative,,,
"thấy ngta mua bị dính bụi cam nghĩ xui lắm mới dính mà không ngờ mình cũng bị, chứng tỏ tỉ lệ lỗi cao, chán apple",,Negative,,,,,,,,,
Máy chạy trên phiên bản hệ điều hành được nhà sản xuất cài đặt sẵn. Cho mình hỏi làm sao để kiểm tra các bản cập nhật mới?,,,,,,,,,,Neutral,
"đẹp toàn tập,giá rẻ cho học sinh là tiệt vời",,,,,,,Positive,,,,
"Nhóm màu: white 
Dung lượng lưu trữ: 256gb giao hàng nhanh chóng và hiệu quả.",,,,,,,,,Positive,,
"Sản phẩm giao nhanh, hơi thô chưa sử dụng nên chưa biết,",,,,,,,,,Positive,,
"Cửa hàng uy tín, hài lòng với sản phẩm. Chúc cửa hàng bán đắt hàng nghen",,,,,,,,,,Positive,
Hình minh họa thôi máy đẹp lắm nha,,,,,Positive,,,,,,
"máy chạy chậm, hay bị đứng máy, dung lượng máy ít, tải được có 1 ứng dụng",,,Negative,,,,,,,,
Ngoại hình: máy cũ trầy xước nhẹ tốt so voi tầm giá,,,,,Negative,,Positive,,,,
"Chất lượng sản phẩm: tốt 
Đúng với mô tả: đúng sau 1 tuần sử dụng khá ngon, ngoại hình hơi xước tý. pin còn 100%",Positive,,,,Negative,,,,,Positive,
Nhóm màu: xanh hang chất lượng cam on cửa hàng,,,,,,,,,,Positive,
sản phẩm tuyệt vời trong phân khúc tầm giá mẹ mình rất thích cảm ơn cửa hàng mong cửa hàng mang thêm nhiều sản phẩm chất lượng và giá hợp lý về Việt Nam 🇻🇳😁😁😁,,,,,,,Positive,,,,
"máy chắn chắn, phụ kiện đầy đủ. mới nhận nên chỉ cảm nhận được nhiêu đó",,,,,,,,,,Neutral,
Màu máy: màu đen sản phẩm: samsung a70 6/128gb chuẩn. Tốt nha cửa hàng máy đẹp mới chuẩn đúng chính hãng luôn nha nói chung là tết qua thì mọi chức năng đều rất là tốt cửa hàng bán uy tín đúng mẫu mình cần chuẩn lắm luôn giá cả hợp lý cửa hàng tư vấn nhiệt tình đóng gói chắc chắn cẩn thận tặng cửa hàng năm sao nha lần sau mình sẽ giới thiệu mọi người ủng hộ cửa hàng cảm ơn cửa hàng nhiều 😷,,,,,Positive,Positive,Positive,Positive,,,
"Pin không đủ sử dụng cho nửa ngày. Thời lượng pin không đúng sự thật. Chẳng có gì nổi bật. Pin tệ, sạc lâu đầy. Hộp đóng gói bị rách, sản phẩm may mắn là không vỡ.",Negative,,,,,Negative,,,,,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb lựa chọn màu sắc tuyệt vời!, dung lượng lưu trữ đủ sử dụng., các tính năng đột phá, yêu cổng usb-c!, màu sắc tuyệt đẹp, khó lựa chọn!,",,,,,,,,,,Positive,
"Nhóm màu: pink 
Dung lượng lưu trữ: 128gb hàng chính hãng",,,,,,,,,,Neutral,
Camera bị ám xanh. Mô tả sai sự thật. Hiệu năng kém. Ảnh chụp bị ám màu. Máy nóng. Pin hao nhanh. Chăm sóc khách hàng không giải quyết triệt để,Negative,Negative,Negative,,,,,Negative,,,
"Không đồng đều tính năng thiếu hơn quảng cáo, lag,",,,Negative,,,,,,,,
đóng hàng thiếu hướng dẫn camera thiếu chi tiết shipping phí cao,,Negative,,,,Negative,,,Negative,,
"Hiệu năng quá yếu khác xa quảng cáo nóng và lag. Quảng cáo chip rồng các kiểu mà hiệu năng còn thua máy cũ của mình. Chỉ lướt facebook thôi mà máy đã nóng ran, thỉnh thoảng cuộn trang còn bị khựng lại rất khó chịu. Chơi game thì thôi khỏi nghĩ tới, thất vọng.",,,Negative,,,,,,,,
"Tính năng nổi bật: nhanh mượt máy khởi động nhanh , sử dụng nghe nhạc , nghe gọi cho người lớn tuổi tốt . 
Chất lượng sản phẩm: sạc pin hơi lâu , máy giá rẻ nên cũng chấp nhận được , sử dụng nhanh bị nóng máy . Máy cấu hình tốt trong tầm giá máy đẹp , chỉ bị chớt nhẹ một chút . Giá rẻ nên thế này cũng tốt rồi . Đặt màu đỏ thì lại giao máy màu vàng , thôi không sao vẫn sử dụng tốt . Vẫn cho cửa hàng 5 sao",,,Positive,,Positive,,Positive,,Negative,,
"Đúng với mô tả: đúng 
Tính năng nổi bật: loa hay 
Chất lượng sản phẩm: 100đ máy rất đẹp nhé không có gì bất thường sử dụng mượt loa hay pin sạc nhanh nhé ngoại hình đẹp các bạn nên tham khảo mua nhé 10đ chăm sóc khách hàng có kèm sạc 10w",Positive,,Positive,,Positive,,,Positive,,Positive,
Chất lượng sản phẩm: cute ngon pin sử dụng tạm ổn cho việc call sim hơi khó tháo ra rất xinh sử dụng rất thú vị. đây là lời feed back chuẩn 100% nhé của một thằng sử dụng được 2 ngày,Positive,,,,,,,,,,
"Nhóm 
Màu sắc: màu ngẫu nhiên sản phẩm:. mình đã mua của cửa hàng lần thứ hai rồi giá cả hợp lý vừa túi tiền bỏ ra máy sử dụng rất là tốt chuẩn đúng chính hãng luôn nha cửa hàng tặng sạc cáp ốp lưng về mình chỉ lắp sim vào là sử dụng thôi với giá tiền thế này mà có được chiếc điện thoại sử dụng tốt thì còn hơn gì được nữa",,,,,,,Positive,,,,
Mình sẽ có đánh giá chi tiết hơn về phần mềm sau một tuần sử dụng.,,,,,,,,,,Neutral,
mới sử dụng chưa biết chất lương như nào. sẽ đáng giá sau 1 thời gian nữa. giao hàng đúbg hẹn,,,,,,,,,Positive,,
Nhóm màu: trắng chất lượng:gói hàng tốt. Chưa khui ra xem nhưng chắc cũng tin tưởng. Sẽ quay video lại khi mở,,,,,,Positive,,,,,
"Hàng y như mới, chạy rất êm, pin sử dụng cũng khá lâu. Cửa hàng phản hồi nhanh, tư vấn nhiệt tình. Đóng gói cực kỳ cẩn thận.",Positive,,,,,Positive,,Positive,,,
"Máy quá nóng, cầm khó chịu. Hiệu năng chơi game tụt thảm hại. Pin hao nhanh khi chạy nền. Máy giật và nóng ran. Pin tụt quá nhanh. Chăm sóc khách hàng không có số hotline",Negative,,Negative,,Negative,,,Negative,,,
Màn hình đã được thay thế loại đểu nên hiển thị màu đen không sâu màu đen chuyển sang màu xanh và bị mờ,,,,Negative,,,,,,,
"Chơi mấy game nhẹ thì ổn, chứ game nặng thì khá lag. Chất liệu máy cảm giác cũng bình thường, không có gì nổi bật.",,,Neutral,,Neutral,,Neutral,,,,
Phiên bản: 2022 snap680 variation3: ram 6/128gb cửa hàng gói hàng rất tốt. Và giao hàng phụ kiện cũng đầy đủ . Giao hàng tốt. Cửa hàng cũng tư vấn nhiệt tình.,,,,,,Positive,,Positive,Positive,,
Giá sản phẩm phản ánh đúng thông số kỹ thuật. Hộp đựng sản phẩm bao gồm thân máy và cáp sạc.,Neutral,,,,Neutral,Neutral,Neutral,,,,
sản phẩm đúng như mô tả. máy đẹp như hàng mới luôn có dịp sẽ ủng hộ cửa hàng trong lần tiếp theo,,,,,Positive,,,,,,
"Thiết kế máy có kiểu dáng trung bình, không quá dày cũng không quá mỏng.",,,,,Neutral,,,,,,
Giao hàng nhanh và tư vấn nhiệt tình sản phẩm ngoại hình và chất lượng tốt đáng điểm 10 giá so với mấy mẫu tiền nhiệm thì con này ăn đứt nên đáng đồng tiền mình bỏ ra.,,,,,,,Positive,Positive,Positive,,
"Bảo cửa hàng là gủi màu đen đừng gửi màu hồng, cửa hàng vẫn gửi màu hồng nên đánh giá 2sao",,,,,,,,Negative,,,
Đơn vị vận chuyển cung cấp mã số theo dõi,,,,,,,,,Neutral,,
"Màu sắc: đen 
Phân loại: nguyên seal sản phẩm tốt",,,,,,,,,,Positive,
"Hoàn thiện rất kém nhìn hình thì đẹp vỏ nhựa ọp ẹp. Lúc xem ảnh thì thấy sang trọng, cầm trên tay mới biết vỏ nhựa rẻ tiền, ọp ẹp, ấn vào là có tiếng cót két. Mình sử dụng ốp lưng cẩn thận mà viền máy đã có vài vết tróc sơn li ti. Chất lượng không xứng với giá tiền.",,,,,Negative,,Negative,,,,
"Hàng đẹp chất lượng , giá rẻ , đóng gói cẩn thận, giao hàng đúng mẫu đủ số lượng, mình đã mua nhiều lần rồi, mọi người nên mua nhé. Giao hàng nhanh",,,,,Positive,Positive,Positive,,Positive,,
Hình ảnh và video chỉ mang tính chất nhận su còn chất lượng của sản phẩm binh thường nhé mọi người,,,,,,,,,,Neutral,
"mầu: xanh navy bộ nhớ: 256gb-12gb tùy chọn lưu trữ rộng rãi, trải nghiệm đa nhiệm mượt mà, thương hiệu samsung đáng tin cậy,",,,,,,,,,,Positive,
Nút nguồn không ấn được. Máy đơ. Với giá này cũg không đòi hỏi cao nhưg mình không ưng lắm. 1 Cục pin được tặg hỏng,Negative,,Negative,,,,,,,,
Tốc độ sạc không đạt công suất như quảng cáo. Sạc pin lâu. Máy nóng khi sạc. Sạc chậm hơn nhiều. Pin tụt mau. Chăm sóc khách hàng không hỗ trợ,Negative,,,,,,,Negative,,,
"Nhóm màu: xanh dương 
Dung lượng lưu trữ: 6gb+128gb dung lượng lưu trữ lớn, tuổi thọ pin lâu dài, hiệu suất nhanh và đáng tin cậy.,",Positive,,Positive,,,,,,,,
"Chất lượng sản phẩm: bsnsf 
Đúng với mô tả: đjjvj 
Tính năng nổi bật: xe đẩy hàng có đây là một trong những năm gần nhất của bưởi nữa o nha bạn hiền thì có lẽ là không được tiêu thụ sản có giá trị văn",,,,,,,,,,,Neutral
Hàng nguyên seal sẽ ủng hộ cửa hàng nhiều hơn,,,,,,Positive,,,,Positive,
"Color family: multicolor storage capacity: 128gb nice phone as advertised,tốt customer service,tốt price",,,,,,,Positive,Positive,,,
Nói chung là mấy con gà trống nuôi con bằng sữa mẹ và bé có thể cho phép người sử dụng,,,,,,,,,,,Neutral
Đặt y11 giao lại là y55 là sao nữa cửa hàng... Cho 2 mong cửa hàng khắc phục lại!!!,,,,,,Negative,,,,,
Chăm sóc khách hàng từ chối pin tụt khi sử dụng màn tối hiệu năng giật khi render,Negative,,Negative,Negative,,,,Negative,,,
Chạy chậm coi không được.,,,,,,,,,,Negative,
"Tính năng nổi bật: chơi game 
Chất lượng sản phẩm: tốt trong tầm giá 
Đúng với mô tả: đúng mô tả mua lần đầu chờ thời gian sử dụng sẽ đánh giá sau, giao hơi lâu nhưng đúng thời gian hẹn, hàng chính hãng, săn được giá 3,5tr ổn áp, chụp hình hơi chậm",,Negative,,,,,Positive,,,,
Đã nhận được hàng. Cửa hàng giao hàng nhanh. Hàng giao đúng mẫu. Cửa hàng đóng gói hàng cẩn thận.,,,,,,Positive,,,Positive,,
Sản phẩm có đầy đủ giấy tờ bảo hành. Dịch vụ chăm sóc khách hàng của shop mình chưa sử dụng.,,,,,,,,Neutral,,,
Đúng với mô tả màu sắc chất liệu hài hòa sản phẩm vừa vặn đúng số đo,,,,,,,,,,,Neutral
"đóng gói sơ sài ghi 'niêm phong' nhưng không box móp, phụ kiện thiếu, shipper giao trễ 9 ngày,",,,,,,Negative,,,Negative,,
