data,Battery,Camera,Performance,Display,Design,Software,Packaging,Price,Audio,Warranty,Shop_Service,Shipping,General,Others
Tính năng nổi bật: loa hay ,,,,,,,,,Positive,,,,,
Chất lượng sản phẩm: pin bị hao hụt khi sử dụng app đọc truyện. Đúng với mô tả: pin tối ưu cho đọc sách. Tính năng nổi bật: đọc truyện 30p hết 10% pin. Review: pin tụt nhanh khi đọc sách. Hiệu năng giảm mạnh khi sử dụng wifi. Chăm sóc khách hàng bảo do app tôi,Negative,,Negative,,,,,,,,Negative,,,
"Nhóm màu: xanh tuổi thọ pin lâu dài, dung lượng lưu trữ rộng rãi 128gb",Positive,,,,,,,,,,,,,
"Đúng với mô tả: okay Chất lượng sản phẩm: ổn Tính năng nổi bật: chụp đẹp, thiết kế đẹp máy chính hãng, còn nguyên seal đã được kích hoạt bải hành 1 tháng chụp ảnh đẹp, nét. Thiết kế đẹp máy khá nóng trong nhiều tác vụ. Thời lượng pin khoảng 6-7h hỗn hợp wifi+4g nhưng nếu chụp ảnh nhiều ngoài trời nắng thì pin hẹo nhanh",Negative,Positive,,,Positive,,,,,Positive,,,,
"Giao máy đúng nhưng mà thiếu khe sim , nhắn tin cửa hàng thì trả lời được vài câu rồi cũng không trả lời luôn",,,,,,,,,,,Negative,,,
"Giao hàng nhanh, nhân viên lịch sự",,,,,,,,,,,,Positive,,
"Color: đen-xl vừa vặn thoải mái và rộng rãi, hoàn hảo cho các hoạt động thể thao,",,,,,,,,,,,,,,Neutral
"Sử dụng được, chất lượng tốt, giá khá rẻ, nên mua làm máy dự phòng xem youtube",,,,,,,,Positive,,,,,,
Chức năng bình thường.mỗi tội pin hơi ảo,Negative,,,,,,,,,,,,,
"Giao hàng siêu nhanh, máy rất mát siêu mạnh luôn",,,Positive,,,,,,,,,Positive,,
"Hiệu năng chậm khởi động, đóng gói lỏng làm lệch màn. Camera zoom kỹ thuật số pixelate, pin hao khi kết nối không dây.",Negative,Negative,Negative,,,,Negative,,,,,,,
Chất lượng sản phẩm: pin yếu đầy lâu. Đúng với mô tả: không giống pin quảng cáo. Tính năng nổi bật: hiệu năng yếu. Review: tụt mau sạc chậm. Máy không mạnh game. Chăm sóc khách hàng thiếu hiệu quả,Negative,,Negative,,,,,,,,Negative,,,
"Nhóm màu sắc: màu ngẫu nhiên sản phẩm: điện thoại mua tặng cho phụ huynh, thấy người nhà sử dụng bảo sử dụng tốt và dễ sử dụng,khen quá trời nên vào đánh giá cho cửa hàng 5 sao.",,,,,,,,,,,,,Positive,
"Chất lượng sản phẩm: cảm ứng chậm sau cập nhật. Đúng với mô tả: bản cập nhật hứa mượt hơn nhưng ngược lại. Tính năng nổi bật: touch response tụt. Review: cập nhật xong chậm hơn, thao tác lag, phải rollback, chăm sóc khách hàng chưa có hướng dẫn cụ thể",,,Negative,,,,,,,,Negative,,,
Mọi ng để ý đây là con oppo a9 chạy rom của oppo f11 nhé. Dám để chính hãng . Làm ăn vớ vẩn,,,,,,,,,,,,,Negative,
"Điện thoại sài mượt ngon, sạc 15w siêu nhanh, phản hồi nhanh không chậm trễ, nói chung là rất tốt 👍👍,",Positive,,Positive,,,,,,,,Positive,,,
"Phiên bản: ram 4/64gb đóng gói kĩ, cảm ơn cửa hàng nhiều",,,,,,,Positive,,,,,,,
Máy bị hỏng pin nóng điện thoại dính mật khẩu,Negative,,Negative,,,,,,,,,,,
Đã nhận được hàng giao hàng nhanh chóng đóng gói cẩn thận sản phẩm chưa sử dụng để sử dụng xong quay lại đánh giá,,,,,,,Positive,,,,,Positive,,
"Máy nhận được về ngoại hình đúng gần 97%. Có một vét trầy viền. Màn hình chỉ sướt lòng mèo 1, 2 vết rất nhỏ, nghiêng dưới đèn và nhìn kỹ thì thấy. Áp mã giảm giá và xử mình mua được với giá 2t 375k. Giá quá tốt. Máy pin 375000m, cò áp, màn đẹp.",,,,Positive,,,,Positive,,,,,,
Chưa cung cấp thông tin tra cứu bảo hành,,,,,,,,,,Negative,,,,
Chất lượng sản phẩm: đểu Đúng với mô tả: không,,,,,,,,,,,,,Negative,
"Chất lượng sản phẩm: pin yếu, sụt nhanh khi bật 4g. Đúng với mô tả: dung lượng pin không như mô tả. Tính năng nổi bật: sạc nhanh chỉ là tên. Review: 100->50% rất nhanh, sạc lâu, cáp không bền, ship tới muộn",Negative,,,,,,,,,,,Negative,,
"Nhóm màu: đen 🔋thời lượng pin:siêu trâu, thích quá 📸chất lượng camera:cũng được nha. Mình mới sử dụng 10 ngày chưa biết độ bền. Nhưng giá mềm được khuyến mãi sâu, pin trâu là mừng hết lớn rồi. Cảm ơn",Positive,Positive,,,Neutral,,,Positive,,,,,,
Chất lượng sản phẩm: camera trước chụp ảnh bị tối ở góc dưới. Đúng với mô tả: ánh sáng phân bố đồng đều. Tính năng nổi bật: ảnh selfie bị tối 1 góc. Review: chụp selfie bị tối góc dưới ảnh. Đóng gói sơ sài thiếu sách hướng dẫn,,Negative,,,,,Negative,,,,,,,
Phân loại sản phẩm: vỏ zin cũ tốt nha cửa hàng ủng hộ tiếp cảm ơn you,,,,,Positive,,,,,,,,,
"Thời lượng pin ở mức trung bình, giá cả tương xứng với cấu hình.",Neutral,,,,,,,Neutral,,,,,,
"Đúng với mô tả: đúng Chất lượng sản phẩm: tốt, còn phải qua thời gian xem ntn đã Tính năng nổi bật: tốt hàng bề ngoài tốt, chất lượng ban đầu tốt, thực tế cần qua thời gian trải nghiệm",,,,,,,,,,,,,Positive,
"Chất lượng sản phẩm: tệ Đúng với mô tả: sau khi sử dụng được hơn 2 tuần thì mình thấy , sạc lâu vào pin , sập nguồn không bật lên được , nói chung nhanh hỏng . Mọi người cân nhắc trc khi mua ạ . Hazz tiền nào của ấy thôi .",Negative,,,,,,,,,,,,,
"Màu sắc: đen phân loại: nguyên seal +sạc 18w sản phẩm đóng lại seal, thiếu ốp lưng và que chọc sim đi kèm máy, màn hình bên trong có vết xước trên miếng dán dẻo, máy đã active sẵn.",,,,Negative,,,Negative,,,,,,,
Camera thiếu ổn định shipping giao sai đóng hàng thiếu seal,,Negative,,,,,,,,,,Negative,,
"Nhóm màu: đen phân loại sản phẩm: pin ảo không đúng với nhà sản xuất công bố, quay video chút xíu mà hết pin rồi, trãi nghiệm rất tệ.",Negative,,,,,,,,,,,,,
"Tính năng nổi bật: wifi Chất lượng sản phẩm: ổn Đúng với mô tả: đúng mô tả cửa hàng giao siêu tốc siêu nhanh, hỗ trợ nhiệt tình. Chất lượng tốt, đóng gói cẩn thận.",,,,,,,Positive,,,,Positive,Positive,,
"Cửa hàng ở tp.hcm nên mới đặt hàng hôm qua hôm nay đã nhận được. Đúng mẫu mã, màu sắc, có kèm sạc và dán sẵn cường lực + thẻ bảo hành đầy đủ. Sử dụng thử nửa ngày thì thấy tạm ổn, chất lượng ra sao để sử dụng thời gian dài mới biết. Sẽ quay lại đánh giá sau.  Shipper thân thiện..",,,,,,,,,,Positive,,Positive,,
Chăm sóc khách hàng từ chối pin tụt khi sử dụng màn tối hiệu năng giật khi render,Negative,,Negative,Negative,,,,,,,Negative,,,
"Nhóm màu: pink dung lượng lưu trữ: 128gb khả năng sạc nhanh, dung lượng lưu trữ cao, màn hình sống động, thiết kế tuyệt đẹp, giá trị tuyệt vời cho số tiền bỏ ra, dung lượng lưu trữ cao, chất lượng máy ảnh ấn tượng, thiết kế tuyệt đẹp, thiết kế tuyệt đẹp,",Positive,Positive,,Positive,Positive,,,Positive,,,,,,
Nhận hàng bị vỡ màn. Chán cửa hàng đóng gói ẩu,,,,Negative,,,Negative,,,,,,,
Chất lượng sản phẩm: camera chụp ngược sáng tệ. Đúng với mô tả: không cân bằng được ánh sáng. Tính năng nổi bật: chụp hdr kém. Ảnh chụp thiếu sáng bị bệt màu. Máy lag khi xem live stream. Chăm sóc khách hàng hướng dẫn sai cách khắc phục,,Negative,Negative,,,,,,,,Negative,,,
"Mầu: xanh navy bộ nhớ: 256gb-12gb màu xanh navy sang trọng, vào game nhanh hơn iphone 11 cửa hàng hỗ trợ giao hàng rầt nhanh sắp tới m sẽ mua thêm cái nữa cho m.",,,,,Positive,,,,,,,Positive,,
"Chất lượng sản phẩm: máy bị lỗi màn hình xanh. Đúng với mô tả: phần mềm lỗi. Tính năng năng nổi bật: chụp macro kém. Review: thường xuyên bị đơ màn hình, chụp cận cảnh mờ, pin tụt không rõ nguyên nhân",Negative,Negative,,Negative,,Negative,,,,,,,,
Trời ơi. Suy nghĩ lắm mới dám mua cuối cùng mua luôn hhhhhh . Qá xứng đáng,,,,,,,,,,,,,Positive,
Sau một khoảng thời gian sử dụng thấy ổn. Không bị lỗi hệ thống. Nhưng bị một lỗi là màn hình đốm trắng ( hơi mờ ). Pin hơn 2400. Giá 570k cũng được.,,,,Negative,,,,Neutral,,,,,,
Đúng với mô tả: đúng hàng đúng ảnh Chất lượng sản phẩm: tốt Tính năng nổi bật: chs game mượt hàng tốt đẹp,,,Positive,,,,,,,,,,,
"Màn hình hiển thị đẹp, sắc nét, Full HD mà tưởng 2k không á rất là ưng nha shop.",,,,Positive,,,,,,,,,,
"Sản phẩm đúng mô tả, giao hàng nhanh. Máy sử dụng mượt, hình thức mới 99%, cửa hàng tặng thêm miếng dán màn hình nữa thì tốt.",,,Positive,,,,,,,,,Positive,,
"Nhóm màu: xanh than ổn định và bền bỉ theo thời gian, âm thanh lớn ",,,,,,,,,Positive,,,,,
"Đóng gói không ngừa ẩm mốc, camera selfie tiếng ồn lớn. Hỗ trợ thư điện tử bỏ qua, hiệu năng ram giả mạo.",,Negative,,,,,Negative,,,,Negative,,,
Đúng với mô tả: không như quảng cáo Tính năng nổi bật: phím khó ăn Chất lượng sản phẩm: bèo sản phẩm mới nhưng phím bấm khó ăn. Bấm nút về bên trái :10 lần dính 1 lần. Cửa hàng không có chế độ gì hết. Để vậy sài được cứ sài. Nhắn tin trả lời cho có rồi thôi. Nói chung là thua. Cửa hàng nhắn tin kêu sửa đánh giá. Không thuyết phục được chặn luôn.,,,,,,,,,,,Negative,,,
"Chính hãng , đầy đủ phụ kiện , giá tốt",,,,,,,,Positive,,,,,,
"Màu sắc: tím nhạt bộ nhớ: ram 8g/128g màn hình đẹp không ám ố, khung viền có cấn móp, xước dăm, mặt lưng kính đẹp không trầy xước, pin còn tầm 82%, máy mất áp suất rồi.khay sim trùng imei với máy. Cùng chip 865 mà sử dụng thấy máy sony nóng, tản nhiệt không tốt bằng con samsung s20",,,,Positive,Positive,,,,,,,,,
"Chất lượng sản phẩm: màn hình có vết xước nhỏ. Đúng với mô tả: hàng chất lượng kém. Tính năng nổi bật: chăm sóc khách hàng không nhiệt tình. Review: nhân viên bảo hành phản hồi chậm, đợi 2 tuần chưa có kết quả, ship hàng chậm",,,,Negative,,,,,,Negative,Negative,Negative,,
"Cửa hàng tư vấn nhanh, có hđ kèm hàng đầy đủ. Có điều mình não cá vàng ấn nhầm mật khẩu ra viettel store không được hỗ trợ nhiệt tình . Không mua bên cửa hàng drunk mà ra bên đó các b nhiệt tình dã man, còn không lấy phí chạy lại pm. Mọi người có thể tham khảo thêm nhé.",,,,,,,,,,,Positive,,,
"Chất lượng sản phẩm: camera sau nhiễu, mất chi tiết trong điều kiện ánh sáng yếu. Đúng với mô tả: night mode không đúng như demo. Tính năng nổi bật: hdr xử lý gắt. Review: ảnh tối bệt, noise nhiều, zoom bệt, pin tốt nhưng hiệu năng chụp dở, đóng gói sơ sài, ship tới muộn",Positive,Negative,,,,,Negative,,,,,Negative,,
"Màn hình có độ sáng vừa phải, màu sắc hiển thị ở mức khá.",,,,Neutral,,,,,,,,,,
Chất lượng sản phẩm: tot Đúng với mô tả: dung Tính năng nổi bật: xiaomi mình mua làm quà tặng cho bố. Điện thoại redmi note 14 sử dụng tốt trong phân khúc nhé mọi người. Mình cang sale nên mua được giá rất hài lòng,,,,,,,,Positive,,,,,,
"Sử dụng được 2 tuần sạc pin không vào nữa , thất vọng",Negative,,,,,,,,,,,,,
Phân loại sản phẩm: vỏ zin cũ quá tốt may đẹp nhanh và mượt,,,Positive,,Positive,,,,,,,,,
"Chất lượng sản phẩm: camera selfie làm mịn quá đà, mất texture. Đúng với mô tả: ảnh quảng cáo khác thật. Tính năng nổi bật: beauty mode quá tay. Review: selfie như filter ảo, màu da lệch, pin & hiệu năng bình thường, hộp không bảo vệ tốt, ship muộn",Neutral,Negative,Neutral,,,,,,,,,Negative,,
"Chất lượng sản phẩm: chụp hdr bị lỗi. Đúng với mô tả: xử lý ảnh kém. Tính năng nổi bật: unlock chậm. Review: chụp hdr bị sáng quá, mở khóa 4 giây, ship hàng trễ 5 ngày",,Negative,,,,,,,,,,Negative,,
"Máy tốt không lỗi lầm, cửa hàng chăm sóc tận tình. ",,,,,,,,,,,Positive,,,
"Màu sắc: desert dung lượng lưu trữ: 256gb màn hình lớn với hiển thị sống động,",,,,Positive,,,,,,,,,,
Màu máy: màu đen mới 99% mình đã nhận máy rồi nha cửa hàng yêu ơi máy còn rất là mới cứng cáp full mọi chức năng nha mình đã test qua thì tốt lắm chụp hình coi phim nghe nhạc rõ nét lắm giá cả thì cũng vừa túi tiền nói chung không mong hơn gì được nữa với tầm giá như thế này mà có được chiếc điện thoại sử dụng tốt thì không đòi hỏi gì hơn được nữa sẽ mua và ủng hộ cửa hàng thêm cái nữa nha,,Positive,,,Positive,,,Positive,Positive,,,,,
"Loại: a3s máy sử dụng cảm thấy ổn áp nha mọi người, có thể tin tưởng mua nè",,,,,,,,,,,,,Positive,
Camera chụp được những bức ảnh trong điều kiện ánh sáng đầy đủ.,,Neutral,,,,,,,,,,,,
"Chăm sóc khách hàng kém hứa hỗ trợ nhưng không trả lời chậm, không giải quyết khiếu nại,",,,,,,,,,,,Negative,,,
"Chất lượng sản phẩm: camera mờ, màu nhạt. Đúng với mô tả: ảnh khác xa quảng cáo. Tính năng nổi bật: hiệu năng kém. Review: camera chụp ảnh thiếu chi tiết, màu không thật. Máy hay bị đơ khi đa nhiệm. Ship muộn, hộp rách. Chăm sóc khách hàng hỗ trợ hời hợt",,Negative,Negative,,,,Negative,,,,Negative,Negative,,
Variation3: bạc variation1: không hộp (mới 100%) lần đầu tiên mua qua mạng hơi sợ xíu nhưng lúc bốc hàng máy mới không một vét xướt mua với giá 2 triệu 7 là quá ngon rồ sạc kèm theo là hiệu hoco sẽ ủng hộ cho lần tiếp theo,,,,,Negative,,,Positive,,,,,,
"Tính năng nổi bật: cha co gi noi bat Đúng với mô tả: không dung Chất lượng sản phẩm: te , cuc te choi game thi giat lag , hoan tra lai thi no dap tan cai dien thoai minh ra , roi bao minh dap không cho hoan tra, dien thoai bi gui lai chua dung duoc gi thi khong len duoc nguon, toi mong cac anh em gap hang dien thoai nay thi ne cang xa cang tot, toi bi mot lan la qua du roi",,,Negative,,,,,,,,Negative,,,
Tất cả tốt.  Trừ phần giao hàng quá chậm từ hà nội về thái nguyên mất 7 ngày.,,,,,,,,,,,,Negative,,
"Chất lượng sản phẩm: cảm ứng/touch lag. Đúng với mô tả: mượt trong demo nhưng không trên thực tế. Tính năng nổi bật: ""chậm"" thao tác. Review: cuộn giật, chạm không nhạy, ux tệ. Pin vẫn oke nhưng khó chịu khi sử dụng hàng ngày",Positive,,Negative,,,Negative,,,,,,,,
Màu: đen tinh vân cửa hàng gói hàng không cẩn thận làm móp hết hộp,,,,,,,Negative,,,,,,,
"Chức năng đầy đủ, phụ kiện cửa hàng tặng bao sử dụng luôn, có điều màu đen ngoại hình trầy nhiều đeo ốp vào sẽ không thấy, có cảm giác màn hơi ám nhưng không sao, đáng trải nghiệm",,,,Neutral,Neutral,,,,,,,,,
"Chất lượng sản phẩm: điện thoại bắt sóng rất kém, 4g chậm sử dụng chán lắm, độ phân giải thấp Tính năng nổi bật: nfc Đúng với mô tả: tạm hàng nguyên seal, góc hộp hơi móp chắc là bị ném mạnh, điện thoại bắt sóng cực kỳ kém hic hic ....không nên mua",,,,,,Negative,Negative,,,,,,,
"Tính năng nổi bật: điện thoại chơi game Chất lượng sản phẩm: với giá đã mua không có gì để nói săn sale mua được với giá 3 triệu 3, điện thoại giống mô tả, phù hợp với giá tiền. Có nfc. Mỗi cái khi đang trong ứng dụng thì vuốt phím ảo lên hơi khó khăn. Bấm 3 nhát mới thấy hiện phím ảo lên được.",,,,,,Negative,,Positive,,,,,,
"Hàng chính hãng, mua tại cửa hàng chính hãng nên chất lượng thì khỏi phải bàn, hàng còn nguyên tem mua về mới tự bóc nha, giao hàng cơ bản đảm bảo thôi chứ chưa nhanh lắm. Lần đầu mua đồ trên shopee nên hơi lo nhưng kết quả tốt, mọi người có thể yên tâm nhé.",,,,,,,,,,,,Neutral,,
Màu máy: màu xanh sản phẩm: oppo a15s 8/256gb chuẩn. Tốt nha cửa hàng máy đẹp mới chuẩn đúng chính hãng luôn nha nói chung là tết qua thì mọi chức năng đều rất là tốt cửa hàng bán uy tín đúng mẫu mình cần chuẩn lắm luôn giá cả hợp lý cửa hàng tư vấn nhiệt tình đóng gói chắc chắn cẩn thận tặng cửa hàng năm sao nha lần sau mình sẽ giới thiệu mọi người ủng hộ cửa hàng cảm ơn cửa hàng nhiều 😷,,,,,Positive,,Positive,Positive,,,Positive,,,
Tốc độ sạc không đạt công suất. Sạc vào điện rất chậm. Máy vẫn nóng khi sử dụng sạc nhanh. Sạc lâu hơn 3 tiếng mới đầy. Pin tụt mau. Chăm sóc khách hàng trả lời máy móc,Negative,,,,,,,,,,Negative,,,
Chất lượng sản phẩm: loa có tiếng rè Đúng với mô tả: âm thanh không trong trẻo Tính năng nổi bật: volume thấp review: nghe nhạc chất lượng không đạt yêu cầu,,,,,,,,,Negative,,,,,
Chất lượng sản phẩm: màn hình bị hở sáng nhẹ ở cạnh. Đúng với mô tả: màn hình hiển thị hoàn hảo. Tính năng nổi bật: xem phim tối bị lộ rõ hở sáng. Review: xem phim cảnh đen thấy 1 vệt sáng trắng rất khó chịu. Pin thì sử dụng nhanh hết. Đóng gói chỉ có 1 lớp hộp giấy,Negative,,,Positive,,,Negative,,,,,,,
Hàng chính hãng. Cửa hàng bọc khá kỹ. Lần đầu mua nên hơi rén. Sử dụng tốt mượt. Với mình vậy là quá ổn. Cần con máy sử dụng tốt bền ổn định thôi,,,Positive,,,,Positive,,,,,,,
"Điện thoại cũ nhưng quá kém, nút nguồn bị liệt, sạc không vô.",Negative,,,,Negative,,,,,,,,,
Nhóm màu: đen sản phẩm chất lượng lắm nha mọi người. Lần sau ủng hộ tiếp .....,,,,,,,,,,,,,Positive,
"Nfc không hoạt động hỗ trợ tap-pay nhưng fail không sử dụng được để thanh toán,",,,,,,,,,,,,,Negative,
Mới 100%. Máy đẹp pin trâu,Positive,,,,Positive,,,,,,,,,
Chất lượng sản phẩm: sạc dự phòng phồng rộp Đúng với mô tả: phụ kiện không an toàn Tính năng nổi bật: nguy cơ cháy nổ cao review: không dám sử dụng vì lo ngại an toàn,,,,,,,,,,,,,,Neutral
"Chất lượng sản phẩm: sử dụng tốt Đúng với mô tả: như mô tả Tính năng nổi bật: đẹp điện thoại rất đẹp, thiết kế tinh xảo, mua cho ba mẹ sử dụng rất ổn.",,,,,Positive,,,,,,,,,
Viền màn hình của máy có độ dày ở mức trung bình.,,,,Neutral,,,,,,,,,,
"Chất lượng sản phẩm: màn ám màu, góc nhìn hẹp. Đúng với mô tả: hiển thị trên web quá khác. Tính năng nổi bật: auto-brightness chập chờn. Review: ngoài trời khó nhìn, phim bị ám, đóng gói không có chống sốc",,,,Negative,,,Negative,,,,,,,
"Tình trạng: 96% nhóm màu: vàng giá trị tuyệt vời cho tiền bỏ ra, rất đáng mua, cửa hàng đóng gói kỷ điện thoại đẹp tốt.",,,,,,,Positive,Positive,,,,,,
"Điện thoại ngon chất lượng từ dịch vụ đến chất lượng tốt ,hỏi cửa hàng là được tư vấn ngay . Mọi người nên mua ở cửa hàng này nhe điện thoại zin áp suất , đẹp không tì vết như máy mới ít hao pin",Positive,,,,Positive,,,,,,Positive,,,
Ngoại hình: nút kính được cửa hàng ạ em mở lên nó đúng như cửa hàng nói ạ màn hình xấu cũng đâu có sao đồ rẻ tiền mà phải vậy thôi với lại điện thoại lâu đời nữa nên em đánh giá cửa hàng 5 sao,,,,Negative,,,,Positive,,,,,,
"Bỏ 29tr để mua máy new seal về sử dụng nhưng máy bị xước=)) cửa hàng không đưa ra được hướng giải quyết, nói thật mọi người nên bỏ thêm 1-2tr ra cửa hàng mua nha chứ hên máy chỉ xước chứ bị gì là bỏ 29tr luôn? cửa hàng không có giải quyết đâu, coi như mình xui thí thôi=))",,,,,Negative,,,,,,Negative,,,
Không lên pin,Negative,,,,,,,,,,,,,
"Quá yếu, không mượt mà. Máy bị lag liên tục. Chăm sóc khách hàng thái độ hời hợt. Lag giật không làm được việc gì. Pin tệ. Chăm sóc khách hàng không hỗ trợ gì thêm",Negative,,Negative,,,,,,,,Negative,,,
"Đúng với mô tả: không Chất lượng sản phẩm: tạm Tính năng nổi bật: ổn máy dựng, ổ cắm tai nghe cũ lắm rồi, không có cảm biến nfc để xác thực vneid. Mới bật máy lên hơi lag nhưng cập nhật xong tốt. Bảo hành 6 tháng nên hôm sau có phát sinh gì sửa đánh giá sau",,,Negative,,,,,,,Neutral,,,,
"Đã nhận hàng, chắc ngày lễ nên giao hơi lâu, đóng gói tốt, máy ổn, cảm ơn cửa hàng",,,,,,,Positive,,,,,Neutral,,
"Camera tele chụp không nét, ảnh chụp xa bị mờ. Máy nóng khủng khiếp khi sử dụng 4g. Ship giao nhầm hàng, tốn thời gian hoàn trả.",,Negative,,,,,,,,,,Negative,,
Mình đã ủng hộ cửa hàng 3 lần nhưng lần nào cũng thất vọng cái quan trọng thì không tải được cửa hàng không hỗ trợ mấy,,,,,,,,,,,,,Negative,
"Hiệu năng máy rất ì ạch, mở app nặng là treo. Chất lượng ảnh chụp không nét, màu nhạt. Ship tới muộn hơn 5 ngày so với dự kiến.",,Negative,Negative,,,,,,,,,Negative,,
Máy quá tệ giật giật nhảy loạn xạ hết,,,Negative,,,,,,,,,,,
"Cửa hàng chuẩn bị hàng nhanh, đóng gói kỹ sản phẩm chất lượng cao. Cảm ơn cửa hàng!",,,,,,,Positive,,,,,,,
Nói chung là mấy con gà trống nuôi con bằng sữa mẹ và bé có thể cho phép người sử dụng,,,,,,,,,,,,,,Neutral
Color: đen-xl sản phẩm không giống ảnh. Vải phù hợp với giá tiền. Size hoi nhỏ. Mặc ở nhà tốt,,,,,,,,,,,,,,Neutral
Màu sắc: bạc phân loại: nguyên seal không sạc đã nhận máy và cực kì hài lòng,,,,,,,,,,,,,Neutral,
Nhận về mở hàng thấy móp phần loa không hiểu 😐,,,,,Negative,,,,,,,,,
Variation3: đen variation1: nguyên seal sao xạc không lên %pin vậy cửa hàng,Negative,,,,,,,,,,,,,
"Đã trải nhiệm 2 tuần quá lác,không chơi được tiktok hôm nay sạc không vào nữa,mở ra thì thấy dán lung tung,như thế hơi thất vọng",Negative,,Negative,,,,,,,,,,,
Sản phẩm tạm ổn với mức giá,,,,,,,,Neutral,,,,,,
"Máy mới nhưng mà bị lỗi màn hình , mua hàng không xem được thời gian bảo hành thế nào , hỏi thì nhân viên chăm sóc khách hàng không trả lời được",,,,Negative,,,,,,Negative,Negative,,,
"Ngoại hình sản phẩm tốt, điện thoại sử dụng mượt, cửa hàng chuẩn bị hàng nhanh, hỗ trợ tư vấn khách hàng nhiệt tình",,,Positive,,,Positive,,,,,Positive,,,
Chất lượng sản phẩm: camera nét thiếu mờ. Đúng với mô tả: khác mẫu ảnh. Tính năng nổi bật: pin mau hết. Review: kém chụp pin tụt nhiều. Đóng gói không chắc ship muộn,Negative,Negative,,,,,Negative,,,,,Negative,,
"Chất lượng sản phẩm: pin chai nhanh sau vài tháng. Đúng với mô tả: tuổi thọ pin quảng cáo sai. Tính năng nổi bật: không bền. Review: sử dụng 3 tháng pin đáo để, phải sạc liên tục. Chăm sóc khách hàng không chấp nhận bảo hành dễ dàng",Negative,,,,,,,,,Negative,,,,
Chất lượng sản phẩm: camera góc rộng bị biến dạng ở trung tâm ảnh. Đúng với mô tả: biến dạng được kiểm soát tốt. Tính năng nổi bật: vật thể ở giữa ảnh bị méo. Review: chụp người bị méo không tự nhiên. Hiệu năng nóng máy khi chụp ảnh. Đóng gói hộp bị xẹp,,Negative,Negative,,,,Negative,,,,,,,
"Tính năng nổi bật: chơi game Chất lượng sản phẩm: rất tốt Đúng với mô tả: đúng chơi game rất mượt, gần như không có hiện tượng tụt fps, chỉ là tốc chiến không lên được 90 nhưng luôn cố định ở 75, chỉ có mạng lag chứ fps vẫn xanh",,,Positive,,,,,,,,,,,
"Tính năng nổi bật: tiện lợi Chất lượng sản phẩm: tốt Đúng với mô tả: đúng mô tả máy được nhân viên fptshop giao tận nhà, còn seal, chất lượng tốt",,,,,,,,,,,,Positive,,
Đây cũng là lần đầu tiên tôi mua một sản phẩm có giá trị cao trên Shopee. Sau một thời gian sử dụng có một vài vấn đề là máy thường bị nóng và thời lượng pin không được lâu như nhà sản xuất công bố.,Negative,,,,,,,,,,,,,
"Đúng với mô tả: đúng Chất lượng sản phẩm: nhìn thấy chắc chắn, tốt Tính năng nổi bật: ghi dữ liệu , nghe , gọi đóng gói cẩn thận, giao hàng nhanh, giao đúng sản phẩm cần mua, shiper nhiệt tình",,,,,,,Positive,,,,,Positive,,
Chất lượng sản phẩm: giao diện không có tính năng đổi font chữ. Đúng với mô tả: có tùy biến giao diện. Tính năng nổi bật: không đổi được font chữ theo ý muốn. Review: không đổi được font chữ. Pin tụt nhanh khi để qua đêm. Đóng gói sơ sài thiếu phụ kiện,Negative,,,,,Negative,Negative,,,,,,,
Máy ngoại hình quá xấu so với kì vọng,,,,,Negative,,,,,,,,,
"Kém, màn flicker thông số màn không đúng cảm ứng ""chậm"", ghost touch khi vuốt,",,,Negative,Negative,,,,,,,,,,
Camera chụp ảnh trong điều kiện đủ sáng cho chất lượng ở mức chấp nhận được.,,Neutral,,,,,,,,,,,,
"Chất lượng sản phẩm: pin báo ảo, tụt đột ngột. Đúng với mô tả: quản lý pin kém. Tính năng nổi bật: không ổn định. Review: 30% bỗng xuống 5% rồi tắt, mất file đang làm, chăm sóc khách hàng hẹn nhiều lần",Negative,,,,,,,,,,Negative,,,
Hiệu năng thỉnh thoảng giật nhẹ. Không mượt như mong đợi. Hiệu năng không ổn định. Đang sử dụng bình thường thì máy bị khựng lại vài giây. Pin sử dụng khá nhanh hết,Negative,,Negative,,,,,,,,,,,
"Chất lượng sản phẩm: camera hay tự reset cài đặt, hiệu năng không ổn định. Đúng với mô tả: không. Tính năng nổi bật: không. Review: mình chỉnh camera quay 4k 60fps, lúc sau mở lại thì nó tự nhảy về 1080p. Máy sử dụng cũng lúc nhanh lúc chậm rất khó chịu",,,Negative,,,Negative,,,,,,,,
"Nhóm màu: nhiều màu dung lượng lưu trữ: 128gb sau 5 ngày nhận hàng, đã test màn đẹp máy gắn sim vô là sử dụng, vì máy cũ pin hơi hẻo tí không sao, tặng tai nghe 3.5 sử dụng không được, thay vào đó cửa hàng có thể tặng ốp và dán dẻo cho màn hình luôn thì tốt",Neutral,,,Positive,,,,,,,,,,
"Kém lừa đảo máy nóng quá mức, pin phồng sau 1 tuần,",Negative,,,,,,,,,,,,,
Tốc độ lấy nét của camera ở mức trung bình. Pin cho thời gian sử dụng trong khoảng một ngày làm việc.,Neutral,Neutral,,,,,,,,,,,,
"Color family: black điện thoại có các chức năng đều ổn, cửa hàng uy tín, nm có thể ủng hộ cửa hàng. Tặng cửa hàng 5 sao.",,,,,,,,,,,,,Positive,
