data,Battery,Camera,Performance,Display,Design,Software,Packaging,Price,Audio,Warranty,Shop_Service,Shipping,General,Others
Mức giá của máy tương đương với các sản phẩm có cấu hình tương tự. Hộp đựng được bọc trong một lớp xốp mỏng.,,,,,,,Neutral,Neutral,,,,,,
"vỏ dễ trầy xước không như hình màn hình tối. mới sử dụng vài hôm mà lưng máy đã xước dăm, màn hình thì độ sáng kém ra nắng không thấy gì.",,,,Negative,Negative,,,,,,,,,
Phần mềm trên máy hoạt động ổn định và không có tính năng gì đặc biệt.,,,,,,Neutral,,,,,,,,
"kém, màn flicker thông số màn không đúng cảm ứng ""chậm"", ghost touch khi vuốt,",,,Negative,Negative,,,,,,,,,,
đóng hàng hộp ướt mốc meo camera chụp macro mờ tịt ship chậm do lỗi kho,,Negative,,,,,Negative,,,,,Negative,,
"color: đen-xl tuyệt vời cho phong cách đường phố, vật liệu chất lượng cao, vẻ ngoài đơn giản và đẹp trai, thiết kế phong cách và hợp thời trang, bền và lâu dài, dễ phối đồ và linh hoạt, thời trang hàn quốc hợp thời, hiện đại và thời trang,",,,,,,,,,,,,,,Neutral
Thiết kế máy có kiểu dáng cơ bản và cảm giác cầm nắm vừa tay.,,,,,Neutral,,,Neutral,,,,,,
Chất lượng sản phẩm: camera chụp thiếu sáng Đúng với mô tả: ảnh thực tế mờ hơn quảng cáo Tính năng nổi bật: không có chế độ chụp đêm review: camera chất lượng kém không đáp ứng nhu cầu,,Negative,,,,,,,,,,,,
"Chất lượng sản phẩm: đóng gói đáp ứng tiêu chuẩn vận chuyển, bao gồm lớp bảo vệ bên trong.",,,,,,,Neutral,,,,,Neutral,,
"máy tốt không lỗi lầm, cửa hàng chăm sóc tận tình. tiếc 1 cái là phần miêu tả có 2 sim nhưng thực tế là chỉ được 1 sim và 1 khe thẻ nhớ",,,,,,,,,,,Positive,,,
hàng vừa tiền thì không thể bằng flapship được. chơi game efootball mà không được thì chán thật sự...,,,Negative,,,,,,,,,,,
mình mua màu đỏ cửa hàng giao màu xanh mình có nhắn lại cửa hàng nói kiểm tra ròi xong im luôn không thấy trả lời gì hết 😕 cũng hơi buồn nhưng có được tặng kèm củ sạc với dây đóng gói tạm,,,,,,,Neutral,,,,Negative,,,
"đóng hàng thô làm vỡ ốp, hiệu năng nóng 10 phút. camera đêm nhạt nhòa, giao muộn không lý do.",,Negative,Negative,,,,Negative,,,,,Negative,,
tôi đã nhận được điện thoại điện thoại sử dụng tốt giá rẻ siêu hơi cửa hàng nhiệt tình thân thiện hẹn gặp lại cửa hàng sau,,,,,,,,Positive,,,Positive,,,
"ship đến chx gì đã bị bong bóng trong màn. miếng dán điện thoại cũng không bền, bị trầy nhiều. ốp bị ố, điện thoại khá lag khi đánh chữ. có video khui hàng đủ cả nhưng chả có hy vọng gì về chăm sóc khách hàng hay dvu bên này. ngoài chuyện áp được mã giảm rẻ ra còn lại đều lập cập. hoàn về không biết có lấy lại được mã không nữa?",,,Negative,,Negative,,,,,,,,,
"Chất lượng sản phẩm: bluetooth thường xuyên mất kết nối. Đúng với mô tả: kết nối không ổn. Tính năng nổi bật: không ổn cho tai nghe. review: đang nghe là disconnect, phải reconnect liên tục, ship muộn",,,,,,Negative,,,,,,Negative,,
phiên bản: bản 2 sim dung lượng lưu trữ: 256gb mình đặt máy 256gb. cửa hàng gửi máy chỉ có 128gb. yêu cầu cửa hàng đổi máy gấp. sau khi làm việc với cửa hàng mình tốt rồi nhé,,,,,,,,,,Positive,,,,
"Tính năng nổi bật: nghe gọi, xem internet Đúng với mô tả: tốt Chất lượng sản phẩm: tốt giá tien phù hợp, mình mua cửa hàng lần 2 rồi, mua cho ba chỉ sử dụng xem internet nên mức giá này khá là tốt nhe mọi người",,,,,,,,Positive,,,,,,
giao sai hang,,,,,,,,,,,,Negative,,
"cửa hàng gửi hàng nhanh,đóng hàng cẩn thận.máy cũ thay vỏ,cam trc thì mờ.hàng sử dụng tạm.",,Negative,,,,,Negative,,,,,,,
"máy hay bị mất tín hiệu sim 2 dù mình đã đổi sim qua lại, đã liên hệ nhưng cửa hàng chưa đưa ra được hướng hỗ trợ. còn lại thì ngon, mượt, không ám màn, viền đẹp.",,,,Positive,Positive,,,,,,Negative,,,
màu sắc: đen phân loại: nguyên seal +sạc 18w ổn trong tầm giá,,,,,,,,Positive,,,,,,
"sử dụng ip từ thời đầu đến nay là lần đầu tiên nhận cái điện thoại thất vọng vô cùng, cái màu nó xấu qtqd, xanh lá không lá, xanh dương cũng không, cái màu cứ xỉn xỉn cũ cũ",,,,,Negative,,,,,,,,,
mới keng xà beng. tự tay đập hộp hàng chính hãng kích hoạt chuẩn đét đầy đủ phụ kiện ốp sạc cáp que chọc sim. ngon bổ rẻ là có thật,,,,,,,,Positive,,,,,,
đúng mẫu.đúng màu máy mượt không bị đơ tôi mua cái thứ 4 rồi.chạy siper khá tốt không bị nóng mayy,,,Positive,,,,,,,,,,,
"sản phẩm tốt, cửa hàng đóng gói cẩn thận, giao hàng nhanh, sẽ giới thiệu tới mọi người",,,,,,,Positive,,,,,Positive,,
sản phẩm: hàng lỗi hoặc bị hư hỏng máy rất lag,,,Negative,,,,,,,,,,,
color family: random color sản phẩm: cáp sạc tốt lắm nha cửa hàng mình đã mua lần thứ hai máy tốt chuẩn giá rẻ phù hợp với tiêu chí sử dụng của mình nói chung là mọi chức năng đều rất là ổn đúng máy chính hãng sử dụng cũng tốt lắm cửa hàng tư vấn nhiệt tình cảm ơn cửa hàng nhiều nhé tốt thì mình sẽ ủng hộ cửa hàng dài dài tặng cửa hàng 5 sao nha,,,,,,,,Positive,,,Positive,,,
mình đã nhận được hàng.máy đẹp keng được cửa hàng tặng ốp khá dầy dặn và có cáp sạc,,,,,Positive,,,,,,,,,
"nhóm màu: pink dung lượng lưu trữ: 128gb tính năng sáng tạo, chất lượng máy ảnh ấn tượng, hiệu suất mượt mà, bóng bẩy và thanh lịch, bóng bẩy và thanh lịch,",,Positive,Positive,,,Positive,,,,,,,,
"Chất lượng sản phẩm: cổng sạc lắc lư, tiếp xúc kém khi cắm. Đúng với mô tả: độ hoàn thiện không tốt. Tính năng nổi bật: không đáng tin cổng kết nối. review: sạc lắc, nhận sạc lúc không lúc có, phải giữ cáp mới sạc, đóng gói sơ, giao trễ",,,,,,,Negative,,,,,Negative,,
đóng hàng băng keo lỏng hiệu năng yếu với app edit pin chỉ 2h game,,,Negative,,,,Negative,,,,,,,
"rất đẹp và hài lòng với sản phẩm , cô chưa biết cách sử dụng,, có phải mua sim về để vô mới coi được phải không",,,,,Positive,,,,,,,,,
"Hiệu năng đủ để chạy các ứng dụng nhẹ, nhưng việc chuyển đổi giữa các app đôi khi có độ trễ.",,,Neutral,,,,,,,,,,,
camera không có chống rung,,Negative,,,,,,,,,,,,
Camera sau có độ phân giải 12MP.,,Neutral,,,,,,,,,,,,
"bt đúng không. khâu đóng hàng có vấn đề, hộp không có seal, không bọc chống sốc. shipper thì thái độ.",,,,,,,Negative,,,,,Negative,,
máy rất tốt với tầm giá . đủ phụ kiện đúng mô tả. sẽ ủng hộ thêm,,,,,,,,Positive,,,,,,
Đúng với mô tả: oke Chất lượng sản phẩm: tốt Tính năng nổi bật: hoàn chỉnh cửa hàng đóng gói kỹ càng và tiếp thu ý kiến khách hàng về mọi mặt sản phẩm tới tầm tay qá ứng ý,,,,,,,Positive,,,,Positive,,,
"Chất lượng sản phẩm: good sản phẩm về tới tốt, chơi game cực ngon cực mượt trong tầm giá",,,Positive,,,,,Positive,,,,,,
Camera cho ảnh ở mức trung bình trong điều kiện ánh sáng tiêu chuẩn.,,Neutral,,,,,,,,,,,,
hàng tốt nhé mọi người .cửa hàng hỗ trợ nhiệt tình,,,,,,,,,,,Negative,,,
tạm chấp nhận camera khá tốt chíp p60 tốt,,Positive,Positive,,,,,,,,,,,
"màu sắc: đen 105 pro săn sales được giá quá hời mà chất lượng phải gọi là đỉnh của chóp, không chê được điểm nào luôn nha. rất hài lòng",,,,,,,,Positive,,,,,,
Mức giá của sản phẩm nằm trong khoảng dự kiến.,,,,,,,,Neutral,,,,,,
"Tính năng nổi bật: tốt Đúng với mô tả: tốt máy khá đẹp, chọn loại ám màn, lưu ảnh nhưng thực tế cũng khá nhẹ thôi, hình thức bên ngoài còn đẹp, với giá rẻ như này thì ai đam mê sony mua trải nghiệm khá ổn. giao nhanh.",,,,Positive,,,,Positive,,,,Positive,,
"chất lượng sản phẩm khá tốt. hàng sau khi nhận hài lòng. chất lượng thì mới sử dụng nên chưa đánh giá dược. về giá cả so sánh thì thấy rẻ hơn các cửa hàng khác. thời gian tư khi đặt hàng đến khi nhận hàng tuy đặt hỏa tốc nhưng mất 3 ngày, sản phẩm được cửa hàng chuẩn bị đóng gói khá cẩn thận. sẽ tiếp tục ủng hộ mua hàng của cửa hàng .",,,,,,,Positive,Positive,,,,Negative,,
điện thoại đơ . cảm hứng có chỗ không ấn được,,,Negative,Negative,,,,,,,,,,
"Chất lượng sản phẩm: máy bị cong vênh. Đúng với mô tả: lắp ráp kém. Tính năng nổi bật: chống nước không đạt. review: máy bị vênh nhẹ, sợ vào nước, chăm sóc khách hàng không đổi máy",,,,,Negative,,,,,,Negative,,,
camera selfie bị bóp mặt quá đà. ảnh selfie thiếu độ sắc nét. tốc độ xử lý ảnh chậm. ảnh selfie làm da bị bệt hết cả. shipping không cập nhật trạng thái,,Negative,,,,,,,,,,Negative,,
"hàng đúng như mô tả, đẹp dễ sử dụng, lò xơ cứng, sử dụng tiện lợi. cửa hàng đóng gói cẩn thận giao hàng nhanh chóng.",,,,,,,,,,,,,,Neutral
"linh kiện kém thiếu tính năng hệ thống lag, camera sau mờ. quảng cáo có chống nước nhưng thực tế chỉ chống bắn nước nhẹ, hệ thống hay bị treo, camera sau chụp đêm quá tệ.",,Negative,Negative,,,Negative,,,,,,,,
"máy sướt sâu như ảnh, máy camera sau sứớc long mèo nhiều, màn dán chống trầy nên không rõ nhưng quan sát thấy đẹp.tet máy bin còn 83%,  áp nhảy chống nước yếu mình nghĩ không còn khả năng chống nước, mua trả góp cũng không yên,  sợ anh linh, thề tôi nói láu ra đường xe t.",,Negative,,,Negative,,,,,,,,,
Chất lượng sản phẩm: camera và màn hình hoạt động tương ứng với thông số kỹ thuật công bố.,,Neutral,,Neutral,,,,,,,,,,
Chất lượng sản phẩm: chậm hiệu năng nóng. Đúng với mô tả: tốc độ không khớp. Tính năng nổi bật: nhiễu đêm camera. review: lâu sử dụng lag giật. tệ chụp đêm. rách hộp trễ ship,,Negative,Negative,,,,Negative,,,,,Negative,,
nhóm màu: đen sao gắn sim vào gọi không được vậy cửa hàng?,,,,,,Negative,,,,,,,,
"nhóm màu: đen hai khe cắm sim cho tiện lợi, chất lượng camera tuyệt vời để ghi lại những khoảnh khắc,",,Positive,,,,,,,,,,,,
"dung lượng lưu trữ: 8 + 256 gb thiết kế mượt mà, hoàn hảo cho người sử dụng hiện đại, giao diện thân thiện với người sử dụng, dễ dàng điều hướng,",,,,,Positive,Positive,,,,,,,,
"Thời gian vận chuyển đúng như dự kiến. Sản phẩm được đóng gói theo tiêu chuẩn, không có lớp chống sốc phụ.",,,,,,,Neutral,,,,,Neutral,,
Tính năng nổi bật: thiết kế rất đẹp trong tầm giá Đúng với mô tả: không sai 1 li so với mô tả Chất lượng sản phẩm: nhận hàng còn nguyên seal đóng gói tốt . dịch vụ tốt . ship nhanh 10đ,,,,,Positive,,Positive,Positive,,,Positive,Positive,,
"theo dõi đơn hàng báo sai, ship mất nhiều ngày. khác với mô tả giao nhanh. tính năng tracking lỗi. nhận máy mới biết lỗi phần mềm, chăm sóc khách hàng xử lý chậm",,,,,,Negative,,,,,Negative,Negative,,
"chất liệu:điện thoại sử dụng tốt, hài lòng với sản phẩm mua của cửa hàng, đóng gói và vận chuyển nhanh chóng,",,,,,,,Positive,,,,,Positive,,
máy không được mượt lắm. mới sử dụng đã có hiện tượng đơ,,,Negative,,,,,,,,,,,
color: đen-m hàng nào của đó. không nên mua dù là rẻ nhất...,,,,,,,,,,,,,,Neutral
điện thoại hàng chuan chinh hang dong goi can than va chăc chan mua voi gia sale ra hoi so voi mua ngoai store nha,,,,,,,Positive,Positive,,,,,,
"tồi tệ dối nóng máy, camera vỡ",,Negative,,,,,,,,,,,,
"chất lượng chưa sử dụng nên chưa biết, mà nhìn thì thấy cũng được, đóng gói hàng cẩn thận",,,,,,,Positive,,,,,,,
Chất lượng sản phẩm: camera selfie ám đỏ Đúng với mô tả: cân bằng trắng sai lệch Tính năng nổi bật: da mặt bị đỏ không tự nhiên review: ảnh selfie màu da kỳ lạ,,Negative,,,,,,,,,,,,
hệ điều hành có các bản cập nhật định kỳ. Camera cho ra ảnh có màu sắc trung thực.,,Neutral,,,,Neutral,,,,,,,,
"nhóm màu: đen đã nhận hàng, hàng giao nhanh, ship per nhiệt tình, nhận hàng đơn giản hơn.",,,,,,,,,,,,Positive,,
màn bị ám nhẹ,,,,Negative,,,,,,,,,,
"phần mềm nhiều bug sau cập nhật, app hay crash. tính năng mới làm hao pin. rollback rắc rối, chăm sóc khách hàng chỉ hẹn",,,,,,Negative,,,,,Negative,,,
"mua được điện thoại giá rẻ mà chất lượng thì khỏi bàn nha, cửa hàng đóng gói cẩn thận giao nhanh",,,,,,,Positive,Positive,,,,Positive,,
"hàng nguyên seal, đóng gói cẩn thận chu đáo, mỗi tội thời gian giao hàng hơi lâu, cửa hàng phục vụ rất chu đáo, trả lời và giải thích nhanh và rõ ràng",,,,,,,Positive,,,,Positive,Negative,,
Hiệu năng xử lý các ứng dụng văn phòng ở mức chấp nhận được.,,,Neutral,,,,,,,,,,,
sản phẩm chất lượng đóng gói cẩn thận,,,,,,,Positive,,,,,,,
Chất lượng sản phẩm: camera sau bị lỗi mất chi tiết ở vùng sáng. Đúng với mô tả: giữ chi tiết cả vùng sáng. Tính năng nổi bật: vùng sáng bị cháy và mất chi tiết. review: chụp ngoài trời vùng sáng không giữ được chi tiết. đóng gói sơ sài thiếu tem niêm phong. ship hàng giao trễ,,Negative,,,,,Negative,,,,,Negative,,
"Chất lượng sản phẩm: camera sau bị flare, mất chi tiết vùng sáng. Đúng với mô tả: ảnh demo xử lý quá tốt. Tính năng nổi bật: hdr yếu. review: chụp ngược sáng bị cháy, ảnh mịn bệt, ship muộn, chăm sóc khách hàng giải thích vòng vo",,Negative,,,,,,,,,Negative,Negative,,
phân loại sản phẩm: 1 sim 6/128gb dung lượng lưu trữ: 128gb dung du. test tốt. man bao ve mat không sang nhu dog s8,,,,Negative,,,,,,,,,,
trải nghiệm rất tệ mở hộp trầy như vầy báo trả hàng 3 ngày liên tiếp chờ xem xét ệ điều hành: ios 18 chip xử lý (cpu): apple a18 pro 6 nhân tốc độ cpu: hãng không công bố chip đồ họa (gpu): apple gpu 6 nhân ram: 8 gb dung lượng lưu trữ: 256 gb dung lượng còn lại (khả dụng) khoảng: 241 gb,,,,,Negative,Neutral,,,,Negative,,,,
"điện thoại nguyên seal luôn nha, full hộp , giao hàng nhanh mặc dù đặc cận tết , cửa hàng đóng gói kỹ",,,,,,,Positive,,,,,Positive,,
"Giao diện phần mềm dễ làm quen, không có nhiều tính năng phức tạp.",,,,,,Neutral,,,,,,,,
Chất lượng sản phẩm: pin không hỗ trợ sạc nhanh ở chế độ tiết kiệm dữ liệu. Đúng với mô tả: sạc nhanh mọi chế độ. Tính năng nổi bật: bật tiết kiệm dữ liệu thì sạc chậm. review: bật tiết kiệm dữ liệu sạc lâu hơn. chăm sóc khách hàng không biết lỗi này,,,,,,,,,,,Negative,,,
"Chất lượng sản phẩm: khay sim dễ cong khi lắp. Đúng với mô tả: lắp ráp chắc chắn là lời hứa. Tính năng nổi bật: dễ hỏng cơ học. review: mắc lỗi khi lấy sim ra, phải đem sửa, chăm sóc khách hàng xử lý chậm, ship đổi trễ",,,,,Negative,,,,,,Negative,Negative,,
cửa hàng không hỗ trợ được cho khách hàng!,,,,,,,,,,,Negative,,,
"Chất lượng sản phẩm: đẹp keng như mới Đúng với mô tả: 99,99% sản phẩm không làm mình thất vọng. đóng gói khá kỹ, kèm sạc c to c. giá cả hợp lý. nhưng không may mình vừa nhận xong có voucher mới xịn hơn. nhược điểm là shoppe độc quyền vận chuyển nhưng vẫn chuyển rất lâu tận 8 ngày mới nhận được, vote 5 sao cho cửa hàng nhưng vote 1 sao cho shopee.",,,,,Positive,,Positive,Positive,,,,Negative,,
"Góc nhìn của màn hình ở mức tương đối, không bị biến đổi màu sắc nhiều.",,,,Neutral,,,,,,,,,,
Tính năng nổi bật: sử dụng mượt như ngọc trinh Chất lượng sản phẩm: tốt Đúng với mô tả: đúng sản phẩm bên cửa hàng vừa rẻ vừa tốt nè. mình sẽ ủng hộ lần kế tiếp ạ. các bạn vào ủng hộ cửa hàng nhé. mình đã sử dụng nên quên hog chụp ảnh lại ạ. cửa hàng thông cảm mình sử dụng ảnh minh họa để nhận xu ạ🌹,,,Positive,,,,,Positive,,,,,,
variation3: ram 6/128gb lần đầu tiên mua online hàng điện tử nên rất hồi hộp. cho đến khi mở hàng thì rất hài lòng. hàng chất lượng sẽ ủng hộ cửa hàng lần sau. giao hàng nhanh,,,,,,,,,,,,Positive,,
"Thời gian giao hàng trong khoảng thời gian dự kiến, không có phát sinh.",,,,,,,,,,,,Neutral,,
Sản phẩm được đóng gói trong hộp carton tiêu chuẩn.,,,,,,,Neutral,,,,,,,
"hàng giao đúng thời gian, hàng đúng như mô tả. đóng gói hàng cẩn thận, không bị mốp méo.",,,,,,,Positive,,,,,,,
"tồi không khớp kém hiệu năng lag khủng. chăm sóc kh vô cảm.,",,,Negative,,,,,,,,Negative,,,
"viền bị cong không đủ bộ nhớ như ghi chụp ảnh tối,",,Negative,,,Negative,,,,,,,,,
"một con điện thoại gaming có chất lượng rất tốt số với giá tiền. khi mình đặt mua không có thông tin gì về nfc của máy nên khá lỡ, máy là máy có",,,Positive,,,,,Positive,,,,,,
Đúng với mô tả: đúng Chất lượng sản phẩm: tốt Tính năng nổi bật: cửa hàng tặng kèm ốp lưng và kính cường lực cửa hàng bán hàng rất có tâm gói hàng cẩn thận mọi người nên mua,,,,,,,Positive,,,,,,,
"có người quen giới thiệu nên cũng tin tưởng và mua ủng hộ cửa hàng . được 1 cái là cửa hàng giao hàng nhanh còn chất lượng thì y như người quen của mình đã nói luôn, siêu tuyệt vời, đã thế còn giá rẻ nữa, chần chờ gì mà không mua nữa bà con ơi",,,,,,,,Positive,,,,Positive,,
Chất lượng sản phẩm: chưa biết Tính năng nổi bật: thiết kế đẹp Đúng với mô tả: tốt giao hàng nhanh.máy đẹp đủ phụ kiện đi kèm.cho cửa hàng 5☆,,,,,Positive,,,,,,,,,
sản phẩm oke. mỗi tội giao lâu quá,,,,,,,,,,,,Negative,,
hiệu năng nóng máy khi xem video dài. ship phí cao không bồi thường chậm. chăm sóc khách hàng chat lỗi không kết nối.,,,Negative,,,,,,,,Negative,Negative,,
"Chất lượng sản phẩm: cửa hàng giao sai phiên bản bộ nhớ, đóng gói tạm bợ. Đúng với mô tả: giao sai hàng, đặt bản 256gb giao bản 128gb. Tính năng nổi bật: không. review: cửa hàng làm ăn không uy tín, giao sai dung lượng. hộp thì chỉ quấn băng keo, trông rất thiếu chuyên nghiệp, quá trình đổi trả rất mệt mỏi",,,,,,,Negative,,,,Negative,Negative,,
mang về sử dụng được 2 tuần có lúc giật lang không cả tắt được máy lang hết cỡ có lúc đang game văng ra và lang luôn có lúc không vào được tik tok vào là bị lang luôn,,,Negative,,,,,,,,,,,
"color: đen-m goodôm vừa và thoải mái, chất liệu chất lượng cao, chất liệu chất lượng cao, trông đơn giản và đẹp trai, hiện đại và thời trang, chất liệu chất lượng cao, ôm vừa và thoải mái,",,,,,,,,,,,,,,Neutral
"sim hoặc khe sim có vấn đề, sóng yếu. khác với mô tả hỗ trợ 2 sim ổn định. tính năng e-sim không kích hoạt. phải mang cửa hàng test, tốn thời gian",,,Negative,,,,,,,,,,,
"nhóm màu: pink dung lượng lưu trữ: 128gb tính năng:tốt chất lượng:tốt chất liệu:tốt nhân viên lazada hỗ trợ rất nhiệt tình, tỉ mỉ. đóng gói rất cẩn thận! hàng chuẩn chính hãng. mua trên lazada còn rẻ hơn mua tại cửa hàng. lại còn được trả góp 0%",,,,,,,Positive,Positive,,,,Positive,,
"Chất lượng sản phẩm: phần mềm nhiều lỗi, app hay crash. Đúng với mô tả: firmware chưa hoàn thiện. Tính năng nổi bật: cập nhật chậm. review: camera bị thoát khi chụp, 1 số app treo, phải restart, ship không đúng hẹn",,Negative,,,,Negative,,,,,,Negative,,
"Chất lượng sản phẩm: hiệu năng chơi game tệ, camera selfie quá ảo. Đúng với mô tả: quảng cáo chiến game mượt nhưng không phải. Tính năng nổi bật: cà mặt mịn như tượng sáp. review: chơi game cơ bản mà cũng giật lag, tụt fps liên tục. camera selfie thì làm đẹp quá lố, không nhận ra mình nữa",,Negative,Negative,,,,,,,,,,,
nhóm màu: black dung lượng lưu trữ: 128gb em không muốn làm bạn với anh iottrr em yêu anh nhiều lắm rồi đó anh sẽ làm gì vậy anh không biết làm gì vậy anh không biết làm gì,,,,,,,,,,,,,,Neutral
dản phẩm sử dụng ngon trong tầm giá .,,,,,,,,Positive,,,,,,
"nhóm màu: blue dung lượng lưu trữ: 128gb sang trọng và thanh lịch, tính năng sạc nhanh, dung lượng lưu trữ cao, các tính năng đổi mới,",,,,,,,,,,,,,,
"Chất lượng sản phẩm: ổn định phần cứng kém, hay bị treo app. Đúng với mô tả: ổn định không như quảng cáo. Tính năng nổi bật: không bền. review: app hay đứng, phải reboot. đóng gói tệ, giao chậm",,,Negative,,,Negative,Negative,,,,,Negative,,
"màu sắc: xanh dương ram/bộ nhớ: ram 8g/128g ngon bổ rẻ keo lưng hơi hở , đặt xanh giao hồng , nhưng sử dụng tốt , mua đúng sale còn 3tr5 được hoàn 210k nửa tiếc tiền hoàn của lazada sài hơi chưa 😁",,,,,,,,Positive,,,,Negative,,
Hiệu năng xử lý các tác vụ cơ bản ở mức chấp nhận được.,,,Neutral,,,,,,,,,,,
"nhóm màu: đen cùng tầm giá thì oppo hơi cao. sử dụng ổn. nói chung là cũng được, ảnh làm đẹp không thật lắm. được cái wifi, sóng khoẻ",,,,,,,,Negative,,,,,,
theo m thì máy được khoảng 95 % mà gọi là 97% cũng được vì đó là đánh giá của mỗi người.chỉ tiếc là không phải nhà mạng au mà là đoocmo nên khá nhiều app rác với lại kb sao m không thể sao lưu được danh bạ với ứng dụng tu6máy cũ sang được lại phải cài thủ công,,,,,,Negative,,,,,,,,
"Chất lượng sản phẩm: giá trị bán lại quá thấp, chăm sóc khách hàng không quan tâm. Đúng với mô tả: không. Tính năng nổi bật: không. review: mua máy giá cao mà chỉ sau một năm bán lại lỗ hơn 70% vì máy có nhiều tiếng xấu. hỏi chăm sóc khách hàng thì họ cũng mặc kệ",,,,,,,,,,,Negative,,,
đóng gói sử dụng băng keo cũ hiệu năng lag scroll danh bạ chăm sóc khách hàng im lặng,,,,,,,Negative,,,,Negative,,,
Giá cả phù hợp với cấu hình. Phần mềm không có nhiều tính năng đặc sắc nhưng hoạt động ổn định.,,,,,,Neutral,,Neutral,,,,,,
Hộp đóng gói chứa đầy đủ phụ kiện theo danh sách.,,,,,,,Neutral,,,,,,,
"variation3: đen variation1: nguyên seal sản phẩm đẹp, đúng mô tả, cửa hàng hỗ trợ nhiệt tình !.",,,,,Positive,,,,,,Positive,,,
"nhóm màu: black dung lượng lưu trữ: 128gb giao hàng nhanh chóng và an toàn., chất lượng máy ảnh ấn tượng!,",,Positive,,,,,,,,,,Positive,,
sản phẩm tốt đẹp cửa hàng bọc hàng cẩn thận,,,,,Positive,,Positive,,,,,,,
"Chất lượng sản phẩm: tốt Tính năng nổi bật: tốt Đúng với mô tả: đúng giao hàng hơi lâu phải lên tận bưu cục lấy😵‍💫😵‍💫, giá sale rẻ. trước mắt thấy khá ổn…",,,,,,,,Positive,,,,,,
nhóm màu: blue ngay cách nhà chục Kilômét mà giao mất 3 ngày,,,,,,,,,,,,Neutral,,
"Chất lượng sản phẩm: chất liệu ốp lưng kèm theo quá mỏng. Đúng với mô tả: tặng kèm phụ kiện cao cấp. Tính năng nổi bật: sạc và tai nghe cũng là đồ rẻ tiền. review: ốp lưng như miếng giấy rơi nhẹ cũng vỡ. hiệu năng không ổn định bị bóp xung liên tục. shipping ""chậm"" không báo trc 1 tiếng nào",,,Negative,,,,,,,,,Negative,,
"Chất lượng sản phẩm: hiệu năng yếu, đơ máy. Đúng với mô tả: không đúng quảng cáo. Tính năng nổi bật: camera chụp kém. review: máy lag khi mở app, camera thiếu chi tiết. ship chậm, đóng gói không chắc chắn. chăm sóc khách hàng trả lời chung chung",,Negative,Negative,,,,Negative,,,,Negative,Negative,,
"color: đen-xl hiện đại và thời trang, vừa vặn thoải mái và rộng rãi, hiện đại và thời trang,",,,,,,,,,,,,,,Neutral
máy đẹp chức năng tốt nhưng không còn áp suất  camera có bụi bẩn vào tháo ra kiểm tra  thì lại thiếu hai cái ốc  bận quá nên không gửi đi đổi,,Negative,,,,,,,,,,,,
"hàng đểu,kết nối mạng kém,màn hình xấu,mình khuyên không nên mua",,,,Negative,,,,,,,,,,
hàng mới còn nguyên vẹn thiết kế để đặc biệt là chơi game rất mượt nhe cửa hàng thì quy tín ai có nhu cầu có thể thử,,,Positive,,,,,,,,,,,
"mất kết nối 4g hỗ trợ mạng nhưng không mạng chập chờn, stream giật,",,,Negative,,,,,,,,,,,
"giao hàng nhanh, cài đặt sẵn- về cài gmail account vào of sử dụng duoc ngay, hàng cũ tân trang nhìn khá mới.",,,,,Positive,,,,,,,Positive,,
máy tốt hết màn đẹp  mỗi tội bluetooth bị kém  chỉ bắt được khoảng 50 cm không bắt được 1m,,,,Positive,,,,,,,,,,
mọi người cẩn thận trước khi sử dụng máy hãy reset các thứ nhé người bán vẫn cài đồ tà đạo vào máy để sử dụng tài khoản facebook hay các nền tảng mạng xã hội khác để kiếm tiền,,,,,,,,,,,,,,Neutral
"Màn hình hiển thị ở mức chấp nhận được trong tầm giá. Thiết kế của máy khá đơn giản, không có điểm nhấn.",,,,Neutral,Neutral,,,Neutral,,,,,,
"đã nhận đủ số lượng hàng . hàng chất lượng tốt , giao hàng nhanh .",,,,,,,,,,,,Positive,,
"nhóm màu: desert dung lượng lưu trữ: 256gb quá chất lượng, hi vọng lazada sale thêm nhiều nữa.bộ xử lý mạnh mẽ và nhanh chóng, màn hình lớn với hiển thị sống động,",,,,Positive,,,,,,,,,,
"Thiết kế của máy sử dụng chất liệu nhựa, cảm giác cầm nắm không có gì đặc biệt.",,,,,Neutral,,,Neutral,,,,,,
"nhóm màu sắc: màu ngẫu nhiên sản phẩm: cáp sạc khá hài lòng,hàng đẹp lắm ạ, máy mượt. đặt trên này rẻ hơn ngoài cửa hàng nhưng chất lượng ổn. ban đầu cũng nghi là không sử dụng được nhưng thật sự là máy sử dụng rất tốt luôn mọi người ạ",,,Positive,,,,,Positive,,,,,,
"tình trạng: 86% máy zin màu sắc: vàng điện thoại có hiện tượng bị ngấm nước, và giật màn hình, không chấp nhận sản phẩm này",,,,Negative,,,,,,,,,,
"điện thoại sử dụng giật, lag dù mua mới. yêu cầu hoàn trả thì cửa hàng không nhận. như lừa đảo vậy ạ. càng ngày kinh doanh càng đi xuống mà chăm sóc khách hàng còn tệ nữa.",,,Negative,,,,,,,,Negative,,,
"xấu xí không khớp lag nặng khi cập nhật phần mềm, camera tối om noise đầy, shipping lỗi hỏng nút bấm nhẹ khi nhận",,Negative,Negative,,Negative,,,,,,,Negative,,
