data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
"Sản_phẩm tốt , màn_hình cong đẹp nhưng cũng làm cử_chỉ vuốt chạm chưa quen . Mọi thứ khác đồng_đều . Không chơi game nên thấy rất tốt . App cài sẵn hơi nhiều quen dùng Pixel gốc rồi chưa quen lắm . Đang dùng để chụp ảnh luôn",,,,Positive,,,,,,Positive,
Điện_thoại sử_dụng ổn giá rẻ hơn cửa_hàng tạm được mèo chạy cũng được,,,,,,,Positive,,,,
"camera selfie xử_lý quá_đà , ảnh nhân_tạo . khác với mô_tả ảnh tự_nhiên . tính_năng làm_đẹp không tắt hoàn_toàn . hiệu_năng mở camera chậm , ship tới muộn",,Negative,Negative,,,,,,Negative,,
"Nhóm màu : vàng màn_hình rõ_ràng và sống_động , thương_hiệu đáng tin_cậy và đáng tin_cậy , dung_lượng lưu_trữ lớn , dung_lượng lưu_trữ lớn ,",,,,Positive,,,,,,,
điện_thoại sử_dụng khá ổn . đến giờ là hơn 1 tháng rồi phụ_huynh sử_dụng không thấy lỗi_lầm gì . mình gần hết ngày đánh_giá mới quay lại đánh_giá . nói_chung là ổn rất đáng mua,,,,,,,,,,Positive,
"là người được chọn nên có gửi máy đi bảo_hành , nhưng đã hơn tuần vẫn chưa được xử_lí thoả_đáng , xin được để lại đánh_giá vài hôm nữa trả bảo_hành sửa đánh_giá sau .",,,,,,,,Negative,,,
Đúng với mô_tả : lừa_đảo Chất_lượng sản_phẩm : tệ Đừng ai mua shopee này pin kém cũ đó nhanh tụt máy fake,Negative,,,,,,,,,,
"ngon_lành cành đào , vip pro siêu cấp truyện_tranh thủ thời_gian để tìm_hiểu thêm",,,,,,,,,,Positive,
"kém không yếu shipping phí cắt_cổ . hiệu_năng lag khủng_khiếp . ,",,,Negative,,,,,,Negative,,
"sản_phẩm tốt , máy mát , pin trâu , sạc nhanh",Positive,,,,,,,,,,
sản_phẩm tốt phù_hợp với giá tiền với giá_thành này mà được con máy như thế thì quá là tuyệt_vời,,,,,,,Positive,,,,
"Màu_sắc : xanh đậm Dung_lượng lưu_trữ : 128gb sản_phẩm quá tuyệt_vời , chắc_chắn tốt , cửa_hàng giao đúng mẫu_mã hàng đã chọn , đẹp lắm .",,,,,Positive,,,,Positive,,
"Phiên_bản : ram 4/6 4g b đóng_gói sản_phẩm tốt nhiều lớp bóng khí , đầy_đủ phụ_kiện , sản_phẩm ngon tốt trong tầm giá , màn_hình đẹp , loa to nghe sướng 浪 mọi ng nên mua nhé",,,,Positive,,Positive,Positive,,,,
Sản_phẩm giống hình_ảnh được công_bố,,,,,,,,,,Neutral,
"Điện_thoại Xiaomi_Redmi note 13 , mua sale cho bố_mẹ sử_dụng , khá là ok trong tầm giá",,,,,,,Positive,,,,
Đúng mẫu yêu thích,,,,,,,,,,Positive,
"máy tốt , đẹp keng , tầm 99% đã mua mấy ở cửa_hàng lần khá ưng_ý , màn xperia 1 màu lên hơi nhạt hơn xz1 , nhưng vẫn nét 4k trên youtube . chúc cửa_hàng bán chốt được nhiều đơn",,,,,Positive,,,,,,
Nhóm màu : pink Dung_lượng lưu_trữ : 128gb rất đẹp,,,,,Positive,,,,,,
"Mua giúp bạn với giá 17.1 tr thấy giá cũng ổn . Hộp được bọc tốt không móp méo , ngoại_hình mở ra tốt . Tuy_nhiên bạn trải_nghiệm kêu máy nghe nhạc rất nóng . Tần_số 60hz khi lướt thấy giật lắm",,,,Negative,Positive,,Positive,,,,
Cửa_hàng giao hàng không đúng mẫu đăng bán khi khui hàng xong thấy không đúng mẫu nhắn_tin và điện_thoại chop thì òi ý eo không được cửa_hàng lừa_đảo không thì sài đại đi_cầu mong sài được ít tháng lấy vốn lại đi vì cho bé đi học đặng_liên_lạc về nhà không thì mình hoàn tiền lại rồi mình cho 1 sao luôn,,,,,,,,Negative,Negative,,
"Màu_sắc : bạc Phân_loại : nguyên seal hàng nguyên seal , đã dán màn_hình , kèm ốp lưng silicon đep . kèm máy không có sạc . đáng mua mọi người nhé .",,,,,,,,,,Positive,
"Mình đã mua ở cửa_hàng này nhiều lần , hàng rất oke",,,,,,,,,,Positive,
Hàng đúng mô_tả giao hàng nhanh . Chất_lượng sản_phẩm ổn với giá . M mua cho con gái dùng cơ_bản và chơi game nhẹ_nhàng thấy cũng ổn,,,,,,,Positive,,Positive,,
"Màu máy : màu xanh sản_phẩm : samsung a50s 4/6 4g b cửa_hàng bán hàng uy_tín riết chắc tôi hết tiền với cái cửa_hàng này luôn quá_bán đồ gì đâu mà món nào cũng rẻ cũng chất_lượng hết lãnh lương là tôi qua mua liền , đặt online liền hai cái 10 điểm cho cửa_hàng nha nhận hàng rất là ưng_ý luôn chất_lượng tuyệt_vời mà giá_cả thì phải chăng_nữa nhân_viên dễ_thương tư_vấn nhiệt_tình nhé màn_hình tuyệt đẹp bộ_xử_lý nhanh và hiệu_quả giá_trị tuyệt_vời cho số tiền bỏ ra tặng cửa_hàng đủ năm sao",,,Positive,Positive,,,Positive,Positive,,,
"Hàng tốt , giá rẻ , uy_tín . Mọi người nên thử ❤️❤️",,,,,,,Positive,,,Positive,
Tính_năng nổi_bật : chơi game tốt ngaoi5 hình đẹp Chất_lượng sản_phẩm : tốt nhung hinh nhu chong nc không tốt Đúng với mô_tả : dung với hơn 4 củ mua cho tk em thích chơi game rất hợp lí,,,Positive,,Positive,,Positive,,,,
"Đóng hàng hộp móp méo , pin tụt khi nghe nhạc . Camera chính over expose , hiệu_năng không mượt .",Negative,Negative,Negative,,,Negative,,,,,
Điện_thoại đẹp tốt so với tầm giá mượt_mà với giá 1xxx mà được điện_thoại vậy là quá ổn,,,,,Positive,,Positive,,,,
Chơi game thấy máy nóng pin tụt mỗi trận 5% pin . Và đặt_hàng vào ngày 25.7 thấy bảo được tặng tại nghe nhưng không có .,Negative,,,,,,,,,,
"Mua live áp mã các kiểu về tay 7tr120 cho bản 12/256 xanh ngọt_ngào , nhược_điểm lướt shopee không coi live , đọc báo không chơi game bị nóng máy không rõ bị gì , x3 pro trước_đây mới mua không nóng như_vậy , đã lên TTBH mi chính hãng và được đổi một em máy mới nguyên seal , giao nhanh , đặt 12.1 đến 15.1 nhận hàng rồi , đóng_gói cẩn_thận , cửa_hàng tư_vấn chu_đáo , shipper thân_thiện",,,,,,Positive,Positive,Positive,Positive,,
"Sản_phẩm có chút vấn_đề nhưng cửa_hàng đã đổi sản_phẩm khác , cơ_bản thì cửa_hàng cũng uy_tín , hy_vọng sản_phẩm dùng được bền .",,,,,,,,Positive,,,
Chất_lượng sản_phẩm : màn_hình có độ_phân_giải và tái_tạo màu đúng theo mô_tả kỹ_thuật .,,,,Neutral,,,,,,,
"Màu_sắc : xanh dương ram / bộ_nhớ : ram 8 g / 128 g ngon bổ rẻ keo lưng hơi hở , đặt xanh giao hồng , nhưng sử_dụng tốt , mua đúng sale còn 3tr5 được hoàn 210k nửa tiếc tiền hoàn của lazada sài hơi chưa ",,,,,,Negative,Positive,,,Positive,
Variation 3 : mỹ 2 sim 99% 128gb tính_năng : sản_phẩm đúng mô_tả chất_lượng : sản_phẩm đúng mô_tả,,,,,,,,,,Positive,
"Tính_năng nổi_bật : tốt Đúng với mô_tả : tốt Chất_lượng sản_phẩm : tốt Đóng_gói cẩn_thận , bọc thành nhiều lớpip 15 màu hồng pastel xinh lắmmình săn sale được giá tốt . Mấy bạn thích màu hồng recommend nên mua nha ",,,,,Positive,Positive,Positive,,,,
"lỗi nhưng cửa_hàng từ_chối đổi trả đúng máy không có . máy mình mua về bị lỗi camera , chụp ảnh bị một vệt mờ . mình yêu_cầu đổi trả trong 7 ngày đầu thì cửa_hàng cứ hẹn lần hẹn lữa , bắt làm đủ thứ thủ_tục để câu giờ cho_qua hạn đổi trả . quá thất_vọng với cách làm_việc của cửa_hàng .",,Negative,,,,,,Negative,,,
"nfc không hoạt_động ghi hỗ_trợ nfc nhưng không không tap để thanh_toán , vô_dụng cho tiện_ích ,",,,,,,,,,,Negative,
tốt hợp túi_tiền còn chất_lượng để thời_gian biết,,,,,,,Positive,,,,
"Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Lần đầu mua hàng giá_trị cao trên shopee , lại là hàng điện_tử cũng hơi lo . Nhưng rất may là mọi thứ đều ổn , điện_thoại nguyên seal , nguyên hộp , chính hãng 100% . Sẽ còn ủng_hộ cửa_hàng nhiều lần nữa",,,,,,,,,,Positive,
"Hiệu_năng khởi_động lâu , đóng_gói làm xô màn_hình . Camera zoom kỹ_thuật_số vỡ , pin hao khi ghép loa .",Negative,Negative,Negative,Negative,,,,,,,
"Nhóm màu : đen sản_phẩm giao hàng hơi chậm , nút tắt nguồn bị lỏng không biết đi vận_chuyển hay bên sóp thay nhưng cũng tạm ổn mong sao sử_dụng được lâu nói_chung cũng hợp_lý với giá tiền",,,,,Negative,,Positive,,Negative,,
đã mua lần thứ 2 . nhưng lần trước thì tốt.lần này cái nút nguồn lỏng_lẻo . nhưng cũng sử_dụng tốt,,,,,Neutral,,,,,,
"Nhóm màu : black Dung_lượng lưu_trữ : 128gb chất_lượng camera ấn_tượng ! , giao hàng nhanh_chóng và an_toàn . ,",,Positive,,,,,,,Positive,,
Đã thay lưng bị mất áp xuất,,,,,Negative,,,,,,
"Không một vết trầy , thiếu cái hộp nữa là thành 100% lần sau chắc_chắn ủng_hộ cửa_hàng",,,,,,,,,,Positive,
"nhóm Màu_sắc : màu ngẫu_nhiên sản_phẩm : mua hàng ở cửa_hàng này khá tốt , đóng_gói tốt . giá tiền rẻ so với mặt_bằng chung . nhìn_chung thì cũng hài_lòng nha",,,,,,,,,,,Neutral
hiệu_năng kém sau khi cập_nhật hệ_điều_hành . máy lag sau mỗi lần cập_nhật . pin lỗi hiển_thị . máy chậm . pin nhanh cạn . chăm_sóc khách_hàng đổ lỗi tại mạng,Negative,,Negative,,,,,Negative,,,
Hiệu_năng của máy ở mức có_thể đáp_ứng các nhu_cầu sử_dụng thông_thường .,,,Neutral,,,,,,,,
"Điện_thoại màu đẹp , săn sale giá rẻ , cửa_hàng uy_tín , giao hàng nhanh , đóng_gói cẩn_thận",,,,,Positive,Positive,Positive,,Positive,,
Thấy màn đánh_giá 4-5 sao nên mua mang về điện_thoại bị lỗi cứ tắt mở nguồn liên_tục tệ,,,,,,,,,,Negative,
"Nhóm màu : đen Dung_lượng lưu_trữ : 6 gb +128 gb tuổi_thọ pin lâu_dài , hiệu_suất nhanh và đáng tin_cậy . , giao hàng nhanh_chóng và an_toàn ,",Positive,,Positive,,,,,,Positive,,
"giao hàng nhanh , máy ok",,,,,,,,,Positive,,
Vì mình quên chụp hình sản_phẩm nên mình lấy hình 2 bé mèo để đánh_giá cho cửa_hàng nha . Hàng như hình với chất_lượng ok nên mình ưng luôn nè !,,,,,,,,,,Positive,
"cửa_hàng giao hàng đúng như giới_thiệu , tư_vấn nhiệt_tình , sử_dụng thấy ổn_định , tốt , giá rẻ hơn mua cửa_hàng , độ bền chờ thời_gian , giao hàng nhanh , ủng_hộ cửa_hàng .",,,,,,,Positive,Positive,Positive,,
Hàng tốt chuẩn . Đủ phụ_kiện . cửa_hàng đóng_gói cẩn_thận,,,,,,Positive,,,,,
Chất_lượng sản_phẩm cập_nhật phần_mềm chậm nhiều lỗi . Đúng với mô_tả bản demo khác bản bán . Tính_năng nổi_bật tính ổn_định phần_mềm tệ . Review sau vài cập_nhật máy vẫn còn lỗi app hay lag . Pin vẫn ổn nhưng hiệu_năng nhiều khi treo . Đóng_gói tốt nhưng vận_chuyển lâu . Chăm_sóc khách_hàng mất thời_gian không chịu trách_nhiệm rõ_ràng,Positive,,Negative,,,Positive,,Negative,Negative,Negative,
Sản_phẩm tốt đúng mô_tả,,,,,,,,,,Positive,
"Tệ không khớp kém shipping chậm như rùa . Đóng_gói hỏng_hóc , hộp vỡ . ,",,,,,,Negative,,,Negative,,
"Phân_loại sản_phẩm : 6gb quảng_cáo mang tính_chất lùa gà . Hướng khách_hàng mua điện_thoại có quà tặng . Chỉ có bản 8g mới có quà , còn bản 6g không có .",,,,,,,,,,Negative,
"tệ mô_tả thiếu trung_thực tai nghe có tiếng rít , âm_thanh kém ,",,,,,,,,,,Negative,
"Điện_thoại xin nha anh_em , xài rất là ưng_ý luôn .",,,,,,,,,,Positive,
Tình_trạng đơn hàng được cập_nhật đầy_đủ trên hệ_thống của đơn_vị vận_chuyển .,,,,,,,,,Neutral,,
Tôi đã sử_dụng dòng redmi note này từ phiên_bản note 10 . Không có điều gì để phải chê với những phiên_bản này trong tầm giá này . Theo tôi đây là lựa_chọn đúng_đắn của tôi và hi_vọng rằng nó cũng là lựa_chọn đúng_đắn của nhiều bạn khác .,,,,,,,Positive,,,,
"Nhóm màu : blue Dung_lượng lưu_trữ : 128gb bóng_bẩy và thanh_lịch , tuổi_thọ pin lâu_dài , giá_trị tuyệt_vời cho số tiền bỏ ra , thiết_kế tuyệt đẹp ,",Positive,,,,Positive,,Positive,,,,
Nhóm màu : đen sản_phẩm chất_lượng . giao hàng nhanh . có quà tặng kèm xịn lắm .,,,,,,,,,Positive,,
Thiết_kế của máy có cụm camera lồi lên so với mặt lưng .,,Negative,,,Negative,,,,,,
"sản_phẩm : sản_phẩm chất_lượng kém , sản_phẩm không như mô_tả",,,,,,,,,,Negative,
"Hàng về sáng nay , kiểm_tra thông_số thấy chính_xác cửa_hàng nói , sẽ sử_dụng và đáng_giá tiếp sau 2 tuần nha .",,,,,,,,,,Neutral,
Đúng với mô_tả : không như quảng_cáo Tính_năng nổi_bật : phím khó ăn Chất_lượng sản_phẩm : bèo sản_phẩm mới nhưng phím bấm khó ăn . Bấm nút về bên trái : 10 lần dính 1 lần . Cửa_hàng không có chế_độ gì hết . Để vậy sài được cứ sài . Nhắn_tin trả_lời cho có rồi thôi . Nói_chung là thua . Cửa_hàng nhắn_tin kêu sửa đánh_giá . Không thuyết_phục được chặn luôn .,,,,,,,,Negative,,,
Máy mọi thứ ổn nhm mỗi_tội là pin hơi yếu sử_dụng từ 13h đến 16h30 pin60 mà đã hết rồi,Negative,,,,,,,,,,
"Máy có NFC , đúng rom quốc_tế và có tiếng việt đúng như cửa_hàng đã nói . Máy xài hơi mau hết pin",Negative,,,,,,,,,,
hiệu_năng giật khi dùng note pin hao pin khi sạc chăm_sóc khách_hàng paste câu,Negative,,Negative,,,,,Negative,,,
Giá cuối_cùng của sản_phẩm đúng bằng giá hiển_thị sau khi áp_dụng mã giảm_giá .,,,,,,,Neutral,,,,
"cửa_hàng tư_vấn nhiệt_tình , giao hàng nhanh_chóng , đóng_gói cẩn_thận , mình rất yên_tâm khi mua hàng ở cửa_hàng",,,,,,Positive,,Positive,Positive,,
"Chưa sử_dụng lâu nên chưa đánh_giá được chất_lượng , nhìn tông thể máy đẹp , màn_hình cong , máy mỏng nhẹ độ nhạy tốt",,,,Neutral,Positive,,,,,,
Xử_lý vấn_đề giao hàng + chăm_sóc khách_hàng quá kém,,,,,,,,Negative,Negative,,
"Mình trả 10tr8 mua rồi giờ mới thấy nhiều người cùng phân khúc chỉ trả 6tr8 cho máy tương_đương , cảm_giác như bị móc_túi",,,,,,,Negative,,,,
"Thật_sự không hài_lòng , bỏ tiền hơi nhiều mà nhận máy nhìn không đẹp , viền bạc tróc_sơn",,,,,Negative,,Negative,,,,
"Sau khi huỷ gia_hạn gói MI5D , ưu_đãi còn lại sẽ được sử_dụng đến hết chu_kỳ . Để xác_nhận huỷ , soạn Y gửi 191 . Để từ_chối huỷ gia_hạn và được tặng thêm 100MB khi gói cước gia_hạn thành_công chu_kỳ tiếp_theo , soạn N gửi 191 . Chi_tiết LH 198 ( 0 đ ) . Trân_trọng .",,,,,,,,,,,Neutral
Màu_sắc : đen giao hàng hanh chất_lượng đợi sử_dụng mới biết được nhưng săn sale rẹ,,,,,,,Positive,,Positive,,
chắc là tại mình đen quá mua lần thứ nhất thì hư nút âm lượt + không được mượt cửa_hàng có đổi cho mình chiếc mới nó còn hơn chiếc củ bấm nó lag + giật giật lum la沈,,,,,,,,,,Negative,
Ngon bổ rẻ . Máy không mới lắm nhưng chấp_nhận được,,,,,,,Positive,,,,
cửa_hàng uy_tín giao hàng nhanh giao đúng màu đặt mỗi . Tôi thằng tổ_trưởng ship bơ có thái_độ,,,,,,,,Positive,Negative,,
"Chất_lượng sản_phẩm : hoàn_thiện tệ nhìn khá xấu , đóng_gói sơ_sài , chăm_sóc khách_hàng không hỗ_trợ nhanh",,,,,Negative,Negative,,Negative,,,
Nhóm màu : desert Dung_lượng lưu_trữ : 256gb ⚡ Hiệu_suất : chất_lượng tốt_đẹp,,,Positive,,,,,,,,
"Sản_phẩm đẹp , không lỗi gì , tư_vấn nhiệt_tình , rất cảm_ơn cửa_hàng",,,,,Positive,,,Positive,,,
"Sản_phẩm : sản_phẩm chất_lượng kém bỏ_túi không sài cũng bóc cháy pin , pin thật_sự quá tệ .",Negative,,,,,,,,,,
Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Mới sử_dụng tốt,,,,,,,,,,Positive,
Camera chụp được trong điều_kiện_đủ sáng và các chế_độ chụp cơ_bản .,,Neutral,,,,,,,,,
"Chất_lượng sản_phẩm : loa ngon nghe to rõ , rất phù_hợp cho người lớn_tuổi",,,,,,,,,,Positive,
Máy đơ hơn chữ đơ . Kém chất_lượng,,,Negative,,,,,,,,
"Máy sử_dụng tốt tất_cả chức_năng , rất hài_lòng . Máy rẻ mà rất tốt . Cửa_hàng bán hàng rất có tâm !",,,,,,,,,,Positive,
Màu máy : màu xanh sản_phẩm : oppo a15s 8/2 56gb cửa_hàng ơi mình nhận máy rồi nè.giao hàng nhanh.đóng gói cẩn thận.đúng máy mình cần nè.test qua thì ổn lắm.mọi chức_năng đều ổn nè.cửa hàng uy_tín vậy mình sẽ giới_thiệu ủng_hộ thêm cửa_hàng nè.giá cũng tốt nha ,,,,,,Positive,Positive,,Positive,,
"Nhận được hàng bên cửa_hàng mình hài_lòng lắm luôn giao hàng thì nhanh . Đóng_gói hàng cẩn_thận cho khách , chất_lượng sản_phẩm thì tuyệt_vời ông mặt_trời mà_còn giá rẻ . Cho cửa_hàng 5 sao lần sau ủng_hộ tiếp .",,,,,,Positive,Positive,,Positive,,
"mới nhận hàng đã cài_đặt xong thấy hoạt_động ổn , hình_dáng đẹp . cửa_hàng cũng uy_tín đấy , chúc buôn may bán đắt nhé !",,,,,Positive,,,,,,
"Tính_năng nổi_bật : mượt_mà Chất_lượng sản_phẩm : chất lương tốt Đúng với mô_tả : uy tính , đúng mô_tả , nơi đáng tin_cậy .",,,,,,,,,,Positive,
"Điện_thoại có phần_mềm độc_hại , tí thì mất_toi file",,,,,,,,,,Negative,
"Thấy chơi liên_quân hơi chậm xíu á . Còn lại cũng ok , xài 1 time mới biết nè .",,,Negative,,,,,,,Neutral,
Chất_lượng sản_phẩm : máy đúng mô_tả Đúng với mô_tả : tuyệt_vời,,,,,,,,,,Positive,
không cập_nhật được phiên_bản,,,,,,,,,,Negative,
"Về phần hiệu_năng , mình cần thêm thời_gian trải_nghiệm mới có_thể đưa ra nhận_xét .",,,Neutral,,,,,,,,
"Mình chưa có thời_gian để kiểm_tra kỹ camera , sẽ quay lại đánh_giá sau .",,Neutral,,,,,,,,,
"giao hàng nhanh , lần đầu trải_nghiệm mua điện trên shopee . chất_lượng tuyệt_vời",,,,,,,,,Positive,,
Máy đang sử_dụng phiên_bản phần_mềm gốc_từ nhà_sản_xuất .,,,,,,,,,,Neutral,
"Hình_thức máy đẹp.nhưng sử_dụng lag , giật không được mượt 沈",,,Negative,,Positive,,,,,,
"Đúng máy còn mới trong hộp chưa bóc_tem . Hàng trốn_thuế , tem TQ . Hy_vọng dùng ngón lành .",,,,,,Positive,,,,,
Tính_năng nổi_bật : sai sản_phẩm Đúng với mô_tả : không đúng mô_tả không vào youtube được,,,,,,,,,,Negative,
"Nhóm màu : màu đen sim sóng khá ổn , nhưng_mà pin hơi yếu , để_chế độ chờ lâu_lâu nhận 1-5 tin nhắn không sử_dụng gì hết thì khoản 25 & lt ; tiếng là hết pin , với_lại không thấy chổ mở đèn led",Negative,,,,,,,,,,
"Chất_lượng tố , nghe gọi tốt , cái ssc app trên ch play...sho làm_việc uy_tín , cảm_ơn cửa_hàng",,,,,,,,,,Positive,
"máy vừa rẻ vừa màn_hình to rõ . ba_mẹ rất thích sử_dụng , chưa biết bền không nhưng màu máy rất đẹp . nên mua sử_dụng nha mọi người",,,,Positive,Positive,,Positive,,,,
"Tính_năng nổi_bật : như mô_tả Đúng với mô_tả : good Máy màn to , sắc nét . Camera chụp thấy cũng tốt .",,Positive,,Positive,,,,,,,
"Đã nhận được hàng , xiami poco x7 pro tốt , mình rất ưng , cảm_ơn cửa_hàng",,,,,,,,,,Positive,
Giao rất nhanh tôi rất tin_tưởng khi đặt_hàng và đã đuợc giao cho,,,,,,,,,Positive,,
Tính_năng nổi_bật : màn_hình sáng cao Chất_lượng sản_phẩm : khá Đúng với mô_tả : đúng cửa_hàng uy_tín đã giao đúng mẫu_mã đặt mua.mua bên cửa_hàng nhiều lần rồi.giá tốt.hôm nay mới bóc hộp.hàng chuẩn hãng nguyên siu chưa qua sử dụng.cảm ơn cửa_hàng nhiều.cảm ơn shopee đã miễn_phí ship và cho mã giảm_giá nhiều,,,,Positive,,,Positive,,Positive,,
Đã nhận được hàng rồi rất tốt đúng như cửa_hàng quảng_cáo uy_tín tặng cửa_hàng năm sao lần sau khi cần sẽ quay lại ủng_hộ cửa_hàng .,,,,,,,,,,Positive,
"đã nhận được hàng , giao hàng nhanh_chóng , gói hàng cẩn_thận , cửa_hàng trả_lời rất nhiệt_tình . vừa mua cái thứ 2 của cửa_hàng thì có mua lần trước đã hư và đã vứt bỏ luôn.mong là cái này sẽ bền hơn . điện_thoại đang sử_dụng nên không chụp hình điện_thoại được",,,,,,Positive,,Positive,Positive,,
"Chất_lượng sản_phẩm : quá êm Tính_năng nổi_bật : loa hay xuất_sắc Đúng với mô_tả : chính_xác máy quá ngon , mọi tính_năng hoàn_hảo . máy 98% nên có cấn viền nhẹ , màn_hình không 1 vết xước , có ám màu nhẹ 2 đốm nhỏ nhưng không ảnh_hưởng hiển_thị . tóm_lại là quá ngon với giá 4,5 tr",,,,Negative,,,Positive,,,Positive,
"Tính_năng nổi_bật : full Chất_lượng sản_phẩm : tuyệt Đúng với mô_tả : đúng giao hàng nhanh , shiper thân_thiện . Hình_ảnh mang tính_chất minh_hoạ để nhận xu sẽ ủng_hộ cửa_hàng cho những lần sau",,,,,,,,,Positive,,
"Đúng với mô_tả : tốt Tính_năng nổi_bật : máy mới , xịn mịn cửa_hàng nói câu thấy tin_tưởng , nên mua cho con_nhỏ đi học , cài được ứng_dụng định_vị cho con",,,,,,,,,,Positive,
Mới bật máy lên hơi lag . Bảo_hành 6 tháng nên hôm sau có phát_sinh gì sửa đánh_giá sau,,,Negative,,,,,Neutral,,,
"color : đen-2 xl tuyệt_vời cho phong_cách đường_phố , dễ phối đồ và linh_hoạt , hiện_đại và thời_trang ,",,,,,,,,,,,Neutral
"tuyệt_vời luôn , thấy giá rẻ - nghi_ngờ lắm . mình dân_công nghệ , mình tét rất kĩ , hàng mới - ngon_lành luôn . mua tiếp mình sẽ chọn lại cửa hàng.cửa hàng tư_vấn rất nhanh , các bạn mua - chọn màu , nhắn cho cửa_hàng , hoặc ghi_chú khi đặt nha ! .",,,,,,,Positive,Positive,,,
"Màu_sắc : bạc Phân_loại : không hộp ( mới 100% ) điện_thoại tốt trong tầm giá , tiếc là ốp cửa_hàng tặng kèm máy bị lệch : ( nhưng vẫn 5 sao nha .",,,,,,,Positive,,,,
Chính_sách bảo_hành được áp_dụng trong thời_gian quy_định .,,,,,,,,Neutral,,,
Máy mới mà nhìn như hàng trưng_bày xước tùm_lum,,,,,Negative,,,,,,
"điện_thoại phong_cách lạ_mắt hiện_đại , không màu_mè sử_dụng mượt chơi liên_quân không bị chậm chờn nói_chung ổn vì có con chip và ram tối_đa nên trải_nghiệm cũg rất tốt.trong tầm giá trên thị_trường mọi người nên trọn con này ..",,,Positive,,Positive,,Positive,,,,
"Tính_năng nổi_bật : nghe , gọi , 4g Đúng với mô_tả : đẹp Chất_lượng sản_phẩm : mới sử_dụng mới sử_dụng nên chưa biết chất_lượng sao nhưng điện_thoại đẹp , pin lâu . Rất ưng ",Positive,,,,Positive,,,,,,
"Hiệu_năng mạnh_mẽ : Nhiều khả_năng sẽ được trang_bị chip Snapdragon 8 Gen 3 ( hoặc một phiên_bản tương_đương ) , hứa_hẹn mang lại hiệu_suất hàng_đầu cho mọi tác_vụ , đặc_biệt là gaming . * Màn_hình chất_lượng cao : Các nguồn tin cho thấy máy có_thể sở_hữu màn_hình AMOLED kích_thước lớn ( khoảng 6.78 inch ) với tần_số quét cao ( 144 Hz ) , độ_phân_giải 1.5 K , mang đến trải_nghiệm hiển_thị mượt_mà và sắc nét . * Sạc siêu nhanh : iQOO thường trang_bị công_nghệ sạc nhanh hàng_đầu , và Neo 10 có_thể không ngoại_lệ với công_suất 120W , giúp sạc đầy pin trong thời_gian rất ngắn .",Positive,,Positive,Positive,,,,,,,
Variation 3 : bạc variation 1 : không hộp ( mới 100% ) cho cửa_hàng 5s ao.vì phục_vụ khánh hàng rất chu đáo.hàng đúng mô_tả,,,,,,,,Positive,,,
"Sản_phẩm đẹp , cửa_hàng này bán hàng uy_tín , giá rẻ và mình đã mua vài lần rồi , mình sẽ tiếp_tục ủng_hộ mua hàng của cửa_hàng khi tìm thấy sản_phẩm ưng_ý tiếp_theo của cửa_hàng .",,,,,Positive,,Positive,Positive,,,
"giao hàng nhanh , sản_phẩm nguyên kiện , nguyên seal , cần thời_gian trải_nghiệm vì là đồ điện_tử , quên lấy hoá_đơn , giải_quyết cũng nhanh .",,,,,,,,Positive,Positive,,
"gửi nhầm mã máy , đặt notte 10 , n 970 thì lại gửi n971 , máy xấu và pin được vài tiếng đã hết , máy đơ cảm_ứng không mượt",Negative,,Negative,,Negative,,,,Negative,,
Nhóm màu : đen Dung_lượng lưu_trữ : 16gb hàng quá tốt ạ mọi người ủng_hộ cửa_hàng ik ạ,,,,,,,,,,Positive,
"phụ_kiện giả tặng phụ_kiện thật là quảng_cáo cáp / tai nghe dỏm , hỏng sớm ,",,,,,,,,,,Negative,
"điện_thoại mới tốt nguyên seal , giá rẻ so với mua tại cửa hàng.cửa hàng đóng_gói cẩn_thận đúng với màu_sắc mô tả.Chính hãng dùng rất tốt , chỉ cần lên youtube tham_khảo thêm cách tắt quảng_cáo trên hệ_điều_hành của xiaomi là ok.Chúc cửa_hàng đắt đơn nhé !",,,,,,Positive,Positive,,,,
"Dở_hơi bị lừa hiệu_năng chậm như rùa , hỗ_trợ kém không giải_quyết khiếu_nại , camera noise đầy khi low light",,Negative,Negative,,,,,Negative,,,
Nhóm màu : màu đen loại : 1sim tốt,,,,,,,,,,Positive,
"điện_thoại sử_dụng ngon nhé , mọi chức_năng tốt . kiểu_dáng thời_trang cửa_hàng đóng_gói cẩn_thận và giao hàng nhanh",,,,,Positive,Positive,,,Positive,Positive,
"giao hàng rất lâu , tư_vấn rất chậm",,,,,,,,Negative,Negative,,
giao hàng đúng hẹn khi mới mua về rất là mượn sau khi tôi chơi đuoc 2 tháng thì máy bị lỗi và giật lag và khởi_động không lên nguồn mong cửa_hàng kiểm_tra lại chất_lượng sản_phẩm ?,,,Negative,,,,,,Positive,,
Tưởng ngon ai dè đắt vãi ra trong khi máy bình_thường chẳng có gì đặc_biệt,,,,,,,Negative,,,,
"hàng mới , hàng chưa sử_dụng , giao đúng mẫu , nhưng mình chưa sử_dụng , sử_dụng rồi sẽ đánh_giá thêm",,,,,,,,,Positive,,
